name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[33600.665066601534, 15469.200987561995, 24882.17905969085, 11534.602458685844, 49262.930758065806, 28222.800507283115, 22601.004738357427, 23780.572440504886, 29199.85049799012, 3711.323775690925, 29720.251868625393, 30282.19657340151, 39661.00190147432, 35099.23048848183, 25493.74694990703, 43539.30058565928, 17910.675569381336, 24638.510462473696, 26228.7621226009, 30758.087089172317, 28964.40735700003, 28559.389849420884, 4048.676224309075, 22787.470427148233, 30694.57675983756, 11578.539119355966, 19032.835506192612, 29612.34976735597, 0.0, 22596.37578282129, 12021.828633829755, 38734.78676955503, 27465.33978647952, 31634.05138684831, 25405.576732426394, 25923.484408177304, 22987.41758763197]"
elevation,"[104.4639587402344, 114.2305755615234, 76.70394897460938, 78.63745880126953, 63.0873908996582, 103.865608215332, 72.5665283203125, 103.103759765625, 101.2341613769531, 109.2080230712891, 84.93040466308594, 65.40998840332031, 79.51825714111328, 104.2434463500977, 85.78282165527344, 96.19295501708984, 63.81464004516602, 97.69739532470703, 63.30459976196289, 81.6485366821289, 102.1719436645508, 118.4058074951172, 97.78245544433594, 91.49018096923828, 112.4758758544922, 91.22756958007812, 90.93179321289062, 101.4261703491211, 75.27442932128906, 79.97019958496094, 82.25117492675781, 81.31718444824219, 63.81464004516602, 83.80098724365234, 101.5923843383789, 98.65016174316406, 103.5829925537109, 103.2796783447266, 100.7399749755859, 65.40998840332031, 77.32433319091797, 112.9308853149414, 97.19723510742188, 78.90825653076172, 101.7042770385742, 60.60616683959961, 116.7226943969727, 92.23977661132812, 108.1484298706055, 65.9769058227539, 85.35185241699219, 67.77632904052734, 82.89774322509766, 115.043212890625, 86.331787109375, 92.15802001953125, 114.1827545166016, 91.90907287597656, 72.67845916748047, 107.2053146362305]"
color,red
