name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[0.0, 45373.86424652949, 37361.67325873111, 2414.65626648999, 31927.77495710171, 2261.3437335100098, 34152.81736297037, 23903.36701309856, 7634.290721679668, 10712.443369899815, 49701.828376426245, 9495.351773319668, 30016.36387884682, 10961.616142376657, 38425.80592659055, 28694.455983011085, 21098.33963867612, 35288.59798246193, 32471.296588065434, 29881.750685950174, 21826.489217510505, 22218.058201450254, 38257.51370922651, 42403.815366164956, 25321.46965143067, 14791.453849832513, 33655.73036459295, 21943.63978685449, 20188.55887425136, 30167.478927525222, 31104.925393710488, 19044.83745417133, 39021.75437059395, 37674.68423018819, 30519.893661208404, 3020.6112552646664, 14705.44778028819]"
elevation,"[84.72830963134766, 109.162841796875, 107.1238021850586, 59.25742721557617, 95.18903350830078, 84.40918731689453, 96.02445983886719, 74.16612243652344, 116.5997848510742, 89.6551284790039, 61.94200134277344, 84.229248046875, 90.31078338623047, 65.59783172607422, 93.20922088623047, 94.63480377197266, 80.49168395996094, 96.02345275878906, 117.2580795288086, 89.48521423339844, 110.9471282958984, 72.14061737060547, 115.2625122070312, 67.71721649169922, 75.14202880859375, 110.9820785522461, 65.72210693359375, 91.35409545898438, 68.16402435302734, 86.62897491455078, 69.50276947021484, 118.4817581176758, 85.91149139404297, 107.7352676391602, 64.38890075683594, 109.041748046875, 104.8801116943359, 95.34043884277344, 87.58928680419922, 80.68321990966797, 75.36957550048828, 93.19486999511719, 86.77964782714844, 75.78303527832031, 71.67915344238281, 117.8431625366211, 83.69719696044922, 80.81111907958984, 78.9531478881836, 88.36351776123047, 59.375, 118.0638580322266, 90.2303237915039, 83.81761169433594, 93.89424133300781, 114.7867431640625, 98.28260803222656, 86.0000228881836, 66.19820404052734, 66.48857116699219]"
color,red
