name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[25674.753726572264, 30482.58995783421, 27325.797233693098, 21140.275555374923, 49135.29445545415, 33703.953293285536, 1.4921314718554806, 45058.698056772584, 38000.993422926826, 34669.869934471935, 34021.41351827885, 31402.13521506806, 12484.111166884093, 18898.24252828888, 0.0, 20117.425744735756, 39884.04802389628, 7522.752937116298, 30390.049803179216, 4027.0578322892097, 35795.03571651563, 42267.4548895251, 41446.440016092354, 28258.445875646674, 33426.46378453921, 26702.16866089797, 21025.173811261524, 41352.42666193613, 23057.531680788044, 36126.893949389276, 2217.5538120859956, 38524.40480790692, 43618.93327819881, 9884.118517622346]"
elevation,"[85.88287353515625, 66.3487548828125, 62.55620956420898, 91.24359893798828, 72.99635314941406, 86.7522964477539, 114.8841705322266, 85.5852279663086, 100.1177825927734, 98.1491470336914, 75.29902648925781, 95.09492492675781, 63.56193161010742, 90.02320861816406, 94.5521240234375, 59.17994689941406, 103.6523056030273, 111.8775634765625, 111.0444412231445, 90.94251251220703, 100.7251586914062, 64.81023406982422, 104.0244674682617, 82.44756317138672, 79.48906707763672, 76.23091888427734, 85.55772399902344, 91.83883666992188, 61.37599945068359, 64.94094848632812, 66.03849792480469, 110.9820785522461, 58.35087585449219, 92.76241302490234, 63.30459976196289, 89.2109603881836, 71.45431518554688, 114.7867431640625, 94.33114624023438, 70.02952575683594, 79.97019958496094, 94.33189392089844, 98.22198486328125, 68.58082580566406, 77.09346008300781, 64.91080474853516, 98.6129150390625, 106.6128234863281, 65.50173950195312]"
color,blue
