name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[12085.938474768984, 28017.4471602939, 8094.318136001409, 37910.708047523156, 9460.387810101576, 33756.20661301092, 33218.92206563647, 29887.267758718262, 11590.163426741638, 32287.162747602622, 29672.592012240864, 32114.647335125992, 39826.06630866708, 42843.90242216742, 40683.01926137911, 2324.2480130649724, 23756.8153049005, 24837.053970756344, 42070.06710026626, 23000.59454935144, 47309.6334228427, 9328.83863280157, 26344.67882158403, 36019.80006071982, 36051.087515726605, 0.0, 33981.68871464254, 3816.1366008469877, 37717.3221716073, 40608.73313790766, 36068.76410752719, 28600.901713678286, 41236.90719551858, 13121.979386277808]"
elevation,"[90.63665771484375, 92.9671859741211, 96.26573181152344, 102.7527542114258, 63.56193161010742, 67.53544616699219, 117.4292907714844, 92.46226501464844, 71.39663696289062, 87.75762939453125, 66.8279037475586, 105.3929977416992, 97.42848205566406, 85.21012115478516, 97.11434936523438, 88.5103530883789, 69.28287506103516, 109.0743255615234, 89.63301086425781, 86.95844268798828, 90.63846588134766, 89.63871765136719, 82.04747772216797, 95.50518798828125, 77.44755554199219, 73.4939956665039, 90.60174560546875, 82.72358703613281, 91.22042083740234, 111.2744293212891, 66.79484558105469, 86.70884704589844, 82.67204284667969, 95.15846252441406, 101.8778839111328, 93.71015167236328, 96.02445983886719, 96.5479507446289, 94.25721740722656, 84.80625915527344, 66.4638442993164, 106.3575592041016, 63.1115608215332, 72.75167083740234, 98.52017974853516, 91.81019592285156, 119.5057220458984, 119.0299377441406, 67.73746490478516]"
color,blue
