name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[13828.088927879933, 36908.96651278522, 37653.49617728518, 27654.20625036832, 35795.04683927609, 32657.062949808867, 36510.05842786123, 14175.195079005613, 6564.585316047425, 49618.29779805264, 2393.497625361075, 37381.444848464256, 25195.555182785254, 5014.8620874535, 35103.30078204279, 5673.429199088914, 27824.311154266696, 25276.8670027369, 8881.53183791095, 3816.2608671301778, 19758.357617304886, 690.9559763493977, 63578.45535959329, 40022.24770321212, 14376.077750695946, 4264.4599098018725, 30250.02012819699, 37310.11775314198, 32421.469020195764, 1680.1460448645018, 27269.597176625208, 31508.162890199354, 39309.86316472932, 49565.44458961766, 30007.94584038831, 34403.61018661826, 3301.0040228541084]"
elevation,"[67.24932861328125, 123.2905197143555, 91.97647094726562, 93.2017822265625, 90.3667984008789, 102.2494659423828, 81.33153533935547, 93.96247100830078, 96.34355163574219, 104.3221435546875, 96.65864562988281, 91.1103286743164, 67.42252349853516, 64.85724639892578, 88.49552154541016, 60.66699981689453, 66.1917495727539, 85.21012115478516, 69.68327331542969, 74.99665832519531, 106.3114395141602, 83.61251831054688, 98.15216064453125, 115.4044189453125, 75.61711883544922, 79.66846466064453, 109.9710159301758, 98.97831726074219, 89.48521423339844, 98.22198486328125, 64.74516296386719, 114.4897232055664, 114.7867431640625, 66.97697448730469, 86.76527404785156, 118.0624694824219, 82.75764465332031, 110.4968948364258, 96.28759002685547, 91.80752563476562, 76.99281311035156, 102.739387512207, 67.57839965820312, 87.64222717285156, 73.64822387695312, 103.4525527954102, 86.331787109375, 98.831787109375, 123.2905197143555, 96.5479507446289, 97.6833724975586, 89.96885681152344, 126.6624069213867, 70.98603057861328, 96.08435821533203, 80.59698486328125, 89.87716674804688, 85.48197937011719, 65.1242904663086, 66.72494506835938]"
color,red
