name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[8591.976143585529, 30768.358610812433, 7894.222859120988, 45198.09850372466, 8126.226450356837, 33190.04542011973, 32472.422904251947, 27097.764635897307, 21739.910484418404, 38631.86714110896, 43720.931436298844, 18551.506970236183, 38382.016654388746, 22090.14893692699, 8685.22513185085, 36539.49546597479, 40170.25863495491, 23565.36500755303, 15915.550291865306, 40173.65648311858, 27923.26667812187, 25315.79909417739, 2385.9777241068446, 31471.41383279058, 27294.40187105072, 30053.91718570085, 32914.61832328078, 23609.93768610865, 29377.5354854637, 40380.890579835206, 38932.9132657041, 33996.21449600336, 38688.88800503873, 3793.1776060521806]"
elevation,"[66.72025299072266, 68.46931457519531, 85.17244720458984, 92.23977661132812, 106.1011199951172, 100.8725280761719, 94.1529541015625, 75.9665298461914, 65.4618148803711, 92.75720977783203, 99.2565689086914, 103.76513671875, 76.07086181640625, 98.22198486328125, 84.70918273925781, 89.78629302978516, 94.4058609008789, 95.39372253417969, 115.4630508422852, 104.5205612182617, 79.18058013916016, 70.02952575683594, 99.51127624511719, 76.07086181640625, 93.3321533203125, 104.9804077148438, 67.32140350341797, 107.1238021850586, 78.59162139892578, 81.0790786743164, 86.331787109375, 87.00989532470703, 71.57257080078125, 113.0379486083984, 97.11434936523438, 116.1225814819336, 69.84964752197266, 62.56337356567383, 99.60428619384766, 59.15644454956055, 88.8578109741211, 75.61711883544922, 86.70884704589844, 104.7316818237305, 84.71629333496094, 98.52017974853516, 103.3249435424805, 86.50165557861328, 91.87147521972656]"
color,blue
