name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[31437.54925635842, 25679.454257334084, 38700.013025648426, 25114.503225378285, 34838.19393876601, 15192.39332248862, 30783.668704770476, 30319.136259043036, 13803.320425768627, 25122.28381752532, 6435.01889292764, 22371.56292976547, 31614.629065593643, 17211.93141048817, 10039.39067938154, 32441.470849654776, 28914.446667780212, 21119.17935305613, 29340.65499659787, 22495.593933850534, 32756.209455699624, 5299.08031821405, 26839.29030027228, 28795.56334098204, 32987.326074682904, 36462.52472384641, 16646.401582788938, 34908.543787583454, 22849.202103986256, 3848.6096487295627, 21648.7055336799, 36927.51785802941, 7903.368368358268, 39260.16004098532, 31662.58534442631, 30138.52307041673, 25735.993435141274]"
elevation,"[91.31493377685547, 101.8731842041016, 121.7335205078125, 88.81851196289062, 85.30667877197266, 81.56317901611328, 76.84895324707031, 82.12960052490234, 65.9769058227539, 86.35951232910156, 72.10433959960938, 75.76913452148438, 75.13184356689453, 116.8464736938477, 92.29844665527344, 103.3879852294922, 76.95634460449219, 93.78255462646484, 88.9691390991211, 95.41059112548828, 107.2457427978516, 85.93111419677734, 77.4688720703125, 77.62855529785156, 101.2802963256836, 98.15216064453125, 79.97019958496094, 81.23321533203125, 76.57920837402344, 112.2142028808594, 89.8248519897461, 110.9471282958984, 112.7097396850586, 115.2625122070312, 115.4630508422852, 84.6155014038086, 68.46467590332031, 83.948486328125, 84.3501968383789, 70.02952575683594, 80.49168395996094, 86.7522964477539, 67.89682006835938, 75.54595947265625, 78.8108139038086, 59.17994689941406, 99.9918212890625, 96.85052490234375, 76.23211669921875, 89.74380493164062, 117.508903503418, 102.4877624511719, 63.1115608215332, 121.922607421875, 96.53144836425781, 106.6243438720703, 92.75720977783203, 93.17584991455078, 92.46226501464844, 102.0068740844727]"
color,red
