name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[7866.221307720348, 32962.808058549315, 31783.39505864686, 1937.8191965524034, 24533.55741047239, 36123.80704095655, 19187.724550937804, 34734.16200458009, 24135.36076168731, 33474.31186176916, 8065.429249305569, 41653.247869599145, 44485.96469685398, 28764.44559434135, 5226.22717174853, 24047.67026864136, 34776.96799396145, 21239.3635812016, 24320.125232611805, 33288.155561129526, 33186.547787133786, 27127.09772396226, 31456.333869711798, 25156.5953470296, 12440.711002494401, 33342.80075195409, 32549.466138977317, 28530.434470857963, 20869.345097861584, 40260.00729609973, 22918.397310255245, 22698.33404784224, 26145.181892656834, 58355.982791896626]"
elevation,"[114.2305755615234, 61.0694465637207, 89.48521423339844, 66.48857116699219, 109.8567962646484, 98.32669830322266, 103.0923614501953, 81.02777862548828, 89.37069702148438, 94.07455444335938, 92.23977661132812, 65.3265380859375, 74.22607421875, 100.0482711791992, 93.43167877197266, 66.3740005493164, 94.24008178710938, 90.22052764892578, 60.35400009155273, 92.66064453125, 91.07538604736328, 88.23526763916016, 79.0503921508789, 88.21559143066406, 118.8857040405273, 119.6061096191406, 98.22630310058594, 114.7867431640625, 101.0122528076172, 67.7752685546875, 83.81761169433594, 115.4630508422852, 82.57627868652344, 90.02320861816406, 73.14075469970703, 92.2638931274414, 94.93887329101562, 89.46597290039062, 90.55548858642578, 60.78111267089844, 128.5739288330078, 89.01292419433594, 81.3707504272461, 72.78966522216797, 97.6833724975586, 97.2154769897461, 103.8149032592773, 90.2303237915039, 94.63480377197266]"
color,blue
