name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[20881.637565859575, 25231.388184421598, 6432.21449695405, 20338.385933672496, 0.0, 1594.8140726948557, 36664.76336350704, 29826.599171596492, 34151.06315845873, 16311.441237312056, 3621.5426245453164, 9546.88499147955, 24861.60635832886, 31835.702763712838, 37997.592904797726, 22553.764818396055, 28490.012489503853, 44629.52888174363, 28425.407084792812, 31586.641610480074, 33714.54298549785, 55370.76173068273, 12375.836705921774, 31272.140727656137, 2324.4386895393027, 2351.5613104606973, 42494.91172657911, 0.0, 32817.96968627491, 30745.58275649113, 22425.733233231993, 52995.24909469475, 38722.33436029081, 37509.56639000815, 25517.44982422881, 6943.941388559352, 45080.98767762488]"
elevation,"[84.78217315673828, 103.103759765625, 95.39720916748047, 84.90486907958984, 67.00320434570312, 92.00961303710938, 102.8187408447266, 66.56267547607422, 97.42322540283203, 94.4058609008789, 99.66693878173828, 80.14733123779297, 106.2728805541992, 66.56267547607422, 103.9307861328125, 72.57366943359375, 114.5426864624023, 63.89156341552734, 67.06400299072266, 65.5214614868164, 78.53138732910156, 91.52140045166016, 78.90454864501953, 60.37099838256836, 94.04635620117188, 119.8786087036133, 62.47897720336914, 65.4531021118164, 66.80937194824219, 81.32254791259766, 97.2056884765625, 77, 117.3761520385742, 109.7989501953125, 92.12094116210938, 68.93382263183594, 83.67630004882812, 86.72636413574219, 65.09870147705078, 111.3246078491211, 84.6922378540039, 97.75035858154297, 89.46597290039062, 89.26875305175781, 112.1284790039062, 65.51004028320312, 88.28096008300781, 67.16410064697266, 60.40043640136719, 94.33114624023438, 65.71589660644531, 83.46681213378906, 103.6523056030273, 85.17810821533203, 114.7867431640625, 87.07022094726562, 76.23091888427734, 83.96570587158203, 99.79042053222656, 104.0454330444336]"
color,red
