name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Intermediate Delivery Nodes
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[24213.042812587977, 25165.440190028585, 32618.782480064478, 22016.624239064837, 36852.64398231901, 21232.47364955331, 26989.544187487078, 25302.655963303045, 25161.369783874452, 33184.484079082984, 14305.663762194426, 39025.495587068464, 22289.358525280986, 28683.088842948517, 26191.76781275523, 23511.017602769476, 27725.29141971899, 28545.88878083676, 26403.66959571166, 25490.29334551326, 24573.18732187952, 25376.997408256037, 35465.98508960279, 45273.91049390649, 27509.489381007857, 22144.07939168308, 23131.547668161278, 26696.323495982666, 22405.43230210151, 24982.5350182212, 31007.213890600455, 28401.639712602882, 25656.718514269138, 30110.343669561542]"
elevation,"[84.20521545410156, 89.69364929199219, 85.43379974365234, 64.04458618164062, 99.0531005859375, 115.0976181030273, 78.63745880126953, 64.39199829101562, 85.5194091796875, 73.67526245117188, 85.6441421508789, 89.87716674804688, 85.08980560302734, 90.3667984008789, 85.51821899414062, 76.60009765625, 76.54216003417969, 108.0233840942383, 89.01292419433594, 98.08709716796875, 85.41455078125, 89.8248519897461, 96.5479507446289, 95.37705993652344, 103.6022872924805, 106.6243438720703, 100.879150390625, 75.38819885253906, 76.88751983642578, 83.52357482910156, 85.43379974365234, 81.18974304199219, 127.0185012817383, 79.51825714111328, 75.14301300048828, 91.22756958007812, 112.8546524047852, 81.23321533203125, 111.2744293212891, 93.31404876708984, 92.15802001953125, 95.39720916748047, 98.91999816894531, 75.38143157958984, 94.70680236816406, 71.22310638427734, 70.02952575683594, 84.81912994384766, 106.6524887084961]"
color,blue
