name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[20133.146048550134, 33284.95001649405, 38637.99497978084, 34582.69649714626, 31079.498834767033, 23223.85942384616, 27769.799675498107, 22170.616665288853, 27390.92675350574, 34617.26525580411, 24355.698671874747, 7998.368316886179, 38464.607696639025, 24665.66253491643, 37458.24667430596, 40474.09842085487, 11661.506766264907, 31295.500480174847, 22607.61793776229, 30029.279484217855, 27004.56693418692, 33060.7907968, 35187.496375340255, 27569.314238484727, 34058.71684138425, 21533.38322640872, 18153.979111875706, 22995.034535676867, 6527.897866990609, 11201.810875167932, 40714.8575272175, 24813.83465224462, 27513.889235621657, 35410.08664802185]"
elevation,"[108.2898712158203, 104.8473205566406, 74.43350219726562, 80.90451049804688, 88.89850616455078, 103.6022872924805, 64.25841522216797, 67.87932586669922, 129.127197265625, 74.99665832519531, 77.35275268554688, 116.0746307373047, 87.44390869140625, 61.51774215698242, 73.95166015625, 82.45718383789062, 77, 86.4900131225586, 98.22198486328125, 111.9072799682617, 92.50637817382812, 92.29844665527344, 73.81196594238281, 79.24876403808594, 103.2947463989258, 95.99476623535156, 98.20606994628906, 98.97831726074219, 74.94701385498047, 116.3335494995117, 103.4525527954102, 94.76580047607422, 87.5692367553711, 106.3184204101562, 89.791259765625, 79.73526763916016, 110.9471282958984, 115.4630508422852, 107.1238021850586, 92.24320220947266, 86.94876861572266, 115.4044189453125, 72.5675048828125, 92.3853759765625, 81.00533294677734, 88.45304107666016, 92.46226501464844, 71.56770324707031, 111.2744293212891]"
color,blue
