name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[25007.667303416194, 36343.543844808315, 26642.205386914797, 2372.44827197919, 35255.69133826938, 30463.08775479993, 32152.439033961797, 24501.758112819065, 11104.26676208378, 11036.065343710085, 32892.712999826435, 31472.57016058638, 22079.61594309655, 29946.955708309553, 18610.373926708147, 46527.87450207065, 19114.422061677913, 14813.065208889853, 33543.43185856003, 29293.73739836568, 10831.79317281595, 38048.44974701804, 30462.089540541714, 32158.18950274233, 26312.739663955643, 15591.921925300958, 29461.002762932636, 31491.822318231087, 27402.26739188284, 45095.59711239913, 35770.74881562033, 35496.85041348236, 20056.175246759205, 36290.41946546402]"
elevation,"[78.63745880126953, 62.76974487304688, 66.93630981445312, 115.7779998779297, 109.3318405151367, 94.94644927978516, 99.93321228027344, 96.79705047607422, 85.17244720458984, 112.5788345336914, 60.97800064086914, 67.32339477539062, 76.69477844238281, 97.85739135742188, 116.3335494995117, 76.73247528076172, 93.0002212524414, 109.9710159301758, 64.64205169677734, 82.14065551757812, 94.94644927978516, 84.81912994384766, 95.3828125, 86.76349639892578, 87.23751068115234, 94.55256652832031, 111.6268844604492, 92.8774185180664, 116.0746307373047, 65.873291015625, 101.962760925293, 87.12953186035156, 62.27145385742188, 98.52017974853516, 70.28646850585938, 113.4906616210938, 87.07022094726562, 94.60116577148438, 92.2638931274414, 73.4939956665039, 70.9027099609375, 71.85655212402344, 74.99665832519531, 119.0299377441406, 88.36351776123047, 86.0000228881836, 122.5736236572266, 74.39666748046875, 80.2555160522461]"
color,blue
