name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[35144.36806099, 11848.989935860245, 25941.775684758253, 28540.285605008725, 37666.321003103694, 22234.90861094627, 0.0, 15212.675211710546, 20278.46113044089, 33104.737683104795, 32723.686938021336, 8226.26959235025, 38982.755380591145, 9571.550905417533, 29659.598217733877, 6180.713580650655, 19755.54497221319, 45284.8544105332, 19825.733500812632, 34761.474056541454, 27395.65501696913, 26165.37733744405, 33802.78776402621, 22245.977793182257, 24423.97849032589, 19434.072193611762, 39405.59153937918, 26246.442036327047, 2679.953652388672, 31786.928680880977, 22823.68846937125, 27476.47799058774, 42069.78847422327, 20082.181151811183, 29640.286253247952, 31547.874183097636, 25472.234492337084]"
elevation,"[67.55775451660156, 85.67959594726562, 74.43350219726562, 78.91624450683594, 95.97944641113281, 68.09248352050781, 88.21559143066406, 105.4298095703125, 93.19486999511719, 81.7961196899414, 79.44637298583984, 60.47000122070312, 87.05071258544922, 78.3711929321289, 89.01292419433594, 83.12641143798828, 65.17310333251953, 68.93024444580078, 124.0009765625, 71.34111785888672, 109.9710159301758, 73.4939956665039, 114.1827545166016, 68, 95.77420806884766, 72.09932708740234, 123.7596206665039, 96.03089141845703, 92.28984832763672, 66.72494506835938, 80.95663452148438, 66.48857116699219, 95.040283203125, 96.19295501708984, 112.1885604858398, 111.8048706054688, 68.93462371826172, 91.680908203125, 59.97903442382812, 65.9769058227539, 114.7867431640625, 116.4722290039062, 89.26875305175781, 123.606086730957, 118.0829086303711, 109.9710159301758, 90.02320861816406, 81.75701141357422, 113.0379486083984, 89.791259765625, 73.14075469970703, 65.91768646240234, 95.34043884277344, 91.70486450195312, 93.0002212524414, 102.2091522216797, 73.4939956665039, 74.54058837890625, 98.91999816894531, 87.01199340820312]"
color,red
