name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[40237.712644946005, 15824.504233853855, 25125.839358429253, 20535.81040313634, 30929.760145990862, 29499.481499582733, 41327.752132977235, 36670.07643253114, 32772.07838139242, 25456.436874181796, 31822.529448135705, 20260.968125038118, 25476.57846483895, 16579.876607750826, 38097.59843846426, 43331.65295116782, 13950.887303307396, 40254.92045115355, 23292.323383818624, 28443.0291483034, 30051.376542057475, 36934.09741393983, 11624.960268139146, 42312.426875980054, 32839.611310437154, 2216.305639805959, 25157.164654322336, 37400.76597255105, 21062.66311518852, 28251.436762233407, 10390.821776553426, 46573.692684023554, 14491.899672628471, 8446.960883139323]"
elevation,"[105.060302734375, 63.46504211425781, 75.84325408935547, 80.81111907958984, 78.73103332519531, 116.9955062866211, 82.35989379882812, 119.2212905883789, 82.36202239990234, 114.7867431640625, 74.11455535888672, 120.7061996459961, 97.52143096923828, 85.35185241699219, 70.88668060302734, 89.66757202148438, 72.77503204345703, 60.97800064086914, 94.32516479492188, 84.229248046875, 81.2681884765625, 113.3185806274414, 88.28096008300781, 93.78255462646484, 96.19295501708984, 79.48906707763672, 91.9253921508789, 104.5201721191406, 64.17807006835938, 98.52017974853516, 81.5024642944336, 134.8868408203125, 98.28260803222656, 123.606086730957, 86.9661865234375, 79.0503921508789, 75.78303527832031, 88.89850616455078, 88.803466796875, 88.22391510009766, 63.46504211425781, 93.76292419433594, 112.7855834960938, 67.3306655883789, 119.5057220458984, 80.76605224609375, 104.1343002319336, 120.9522705078125, 66.26507568359375]"
color,blue
