name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[30121.39884541833, 29437.903574536085, 1559.2018861679471, 20911.179539261953, 29233.852570294217, 30595.341069205966, 30507.71933828375, 2429.051659926698, 28984.816134052868, 25476.210545240257, 30056.92039005929, 25951.96187993776, 31471.79312455733, 14745.59110862951, 37309.81062087482, 26985.361167990104, 3300.667682953509, 26129.97630495637, 19923.388908410117, 36939.66832707117, 36624.16443528183, 11351.586287610979, 30508.875946870645, 26083.422962432178, 30935.477083873444, 32610.84163404304, 26046.105873540644, 22744.28936808768, 45114.071713419755, 32488.019764194752, 32332.73327554036, 24276.064137439735, 13854.690781259042, 28059.769487314585, 27779.9659687762, 2246.9483400733016, 22515.158262413803]"
elevation,"[94.93887329101562, 65.39998626708984, 98.6417465209961, 109.5356674194336, 96.7087631225586, 98.34127807617188, 93.76292419433594, 83.59007263183594, 87.75762939453125, 66.1917495727539, 60.38272857666016, 97.17274475097656, 90.73361206054688, 68.00563049316406, 65.39998626708984, 83.96111297607422, 91.2485580444336, 69.65025329589844, 100.7717971801758, 91.80752563476562, 85.79597473144531, 68.93462371826172, 117.3761520385742, 84.51054382324219, 93.84329223632812, 67.87799072265625, 93.76292419433594, 74.8348617553711, 116.4461135864258, 84.18302154541016, 63.30459976196289, 89.8248519897461, 77.38270568847656, 116.8464736938477, 87.30906677246094, 93.23606872558594, 65.39998626708984, 82.72358703613281, 74.54058837890625, 62.38039398193359, 91.28326416015625, 95.83541870117188, 110.6545028686523, 105.2547607421875, 87.01840209960938, 96.79705047607422, 101.7726287841797, 83.4950942993164, 99.33016204833984, 67.9789047241211, 76.73247528076172, 106.6128234863281, 118.0629577636719, 86.61162567138672, 95.50164031982422, 94.33367156982422, 106.3114395141602, 94.9385757446289, 67.87932586669922, 116.938720703125]"
color,red
