name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[21426.169150334226, 30138.476013743573, 30763.946189980456, 10832.364106130035, 41466.00916020481, 11432.006889718785, 38504.97779174599, 31129.744552825334, 37202.496921746264, 35738.13032813814, 23786.747114060196, 28577.997852630015, 27629.0492649203, 29741.204889978533, 26000.65298721869, 4088.551997726694, 30191.340669120895, 44837.01577496053, 30257.569396428276, 19662.166914088517, 7585.943417412671, 36839.87859752636, 41197.91290094499, 26638.79728500274, 10711.916464337919, 41980.739519734925, 19226.951390691287, 11494.512465991715, 37833.30301957525, 25315.290292482565, 20659.64989310151, 33939.31144817157, 30278.875161877717, 30534.30017744855]"
elevation,"[133.2025604248047, 75.87274932861328, 98.44990539550781, 60.99977111816406, 93.71015167236328, 111.2744293212891, 123.0198974609375, 95.17613220214844, 69.463134765625, 69.463134765625, 116.8464736938477, 85.96690368652344, 99.2565689086914, 77.7435073852539, 92.67051696777344, 72.61418914794922, 102.7166976928711, 91.22756958007812, 83.49284362792969, 101.948616027832, 125.5187911987305, 86.61162567138672, 107.3406066894531, 79.30929565429688, 123.7596206665039, 92.50637817382812, 96.08435821533203, 93.78255462646484, 108.2898712158203, 99.28561401367188, 65.79315185546875, 79.66846466064453, 96.5937728881836, 73.81196594238281, 73.45234680175781, 92.3853759765625, 86.0000228881836, 101.5923843383789, 83.41363525390625, 121.7509536743164, 81.2681884765625, 84.72830963134766, 96.41567993164062, 95.34043884277344, 77.61299896240234, 60.38272857666016, 93.81158447265625, 90.34154510498047, 102.1719436645508]"
color,blue
