name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[26472.2509193638, 37787.63491387782, 34498.46418643433, 21027.17471600789, 2663.612352315973, 25872.70073433607, 24021.650972641473, 20210.61590452827, 42657.04861926525, 31486.37628765862, 24718.55652488359, 16738.851107076087, 5474.229210294919, 28079.020591832163, 18671.551297056245, 31927.675940085785, 25835.93394083863, 31874.139834662266, 32225.327860100515, 3951.2894966204613, 33877.56836582201, 30733.293408390364, 33272.11231453837, 22001.71088626709, 22023.439973430963, 30061.704562111612, 14592.829803787883, 34515.379952851676, 19279.37129877776, 32192.86161076855, 25673.92146289032, 9801.63708739191, 22619.727956540468, 22724.909254572704, 25613.89895817029, 32386.69100415048, 30078.836689657393]"
elevation,"[106.806510925293, 104.7268218994141, 68.58082580566406, 89.187255859375, 81.1065444946289, 71.09640502929688, 89.06306457519531, 72.5675048828125, 83.6648941040039, 79.0503921508789, 95.93246459960938, 86.01375579833984, 74.39666748046875, 68.97230529785156, 74.56961059570312, 77.08544921875, 73.4939956665039, 91.98519134521484, 84.19660186767578, 111.3246078491211, 69.65025329589844, 100.0599517822266, 83.6028823852539, 80.46858978271484, 84.6922378540039, 91.50196838378906, 77.90934753417969, 62.38039398193359, 75.84325408935547, 89.7363052368164, 79.913818359375, 106.6128234863281, 107.7352676391602, 83.21049499511719, 95.97944641113281, 65.78700256347656, 85.51821899414062, 118.7688369750977, 109.0532073974609, 118.4058074951172, 107.2673797607422, 86.61162567138672, 67.4548568725586, 75.13184356689453, 94.24008178710938, 94.85942840576172, 80.20835876464844, 72.75167083740234, 112.2295379638672, 121.7335205078125, 85.48197937011719, 118.4951477050781, 80.1550521850586, 95.66648864746094, 111.8735809326172, 100.0482711791992, 89.37995147705078, 73.14799499511719, 78.90825653076172, 89.8248519897461]"
color,red
