name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[14080.507305850504, 32208.048142945532, 31339.245584706736, 29270.1351807204, 15422.750010256112, 29073.96308141355, 10929.312397966367, 36669.931354508044, 30801.75576344803, 35141.11607136778, 26861.82479022519, 33741.19680650154, 29983.061378579245, 35360.98264914969, 49108.14879954886, 36889.91700891275, 33757.00441342314, 10114.806551837222, 16838.917114035692, 33232.893206633904, 34413.53945174676, 16657.311974291548, 8037.379740229191, 32507.448308304938, 39060.57986617637, 25861.605768185807, 18863.549888869882, 20484.63263120018, 38681.53155034326, 25344.861631419168, 12657.204398066924, 26121.215391412574, 27024.00285722819, 31103.618930494922]"
elevation,"[98.01853942871094, 87.5723876953125, 102.600341796875, 92.55424499511719, 119.8491744995117, 95.447021484375, 60.94126892089844, 77.66544342041016, 128.4353332519531, 95.3828125, 76.73247528076172, 77.66544342041016, 93.28565216064453, 77.95928192138672, 101.9564666748047, 89.71409606933594, 79.01107788085938, 103.1508483886719, 119.0299377441406, 61.08929824829102, 91.26464080810547, 114.3712921142578, 74.8348617553711, 91.11550903320312, 85.15705871582031, 93.81158447265625, 74.16612243652344, 72.09932708740234, 119.5723495483398, 89.2035140991211, 81.75701141357422, 106.6128234863281, 88.25282287597656, 112.2096252441406, 90.22052764892578, 93.43167877197266, 72.99635314941406, 85.67959594726562, 88.9162826538086, 96.21031188964844, 80.20835876464844, 73.14799499511719, 91.05177307128906, 118.0629577636719, 100.9732971191406, 64.2801742553711, 67.7415542602539, 103.2796783447266, 97.11434936523438]"
color,blue
