name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[41547.30492117404, 29647.498349246107, 24490.135131696243, 28786.561525109362, 11513.869260473657, 22297.684742422138, 34524.574979088386, 11337.100568925624, 24300.15870034232, 20688.29254000577, 42281.9100730881, 39255.925668230404, 28254.8702885494, 33320.00399795624, 32143.066809083422, 36002.86081034786, 29760.817523796868, 3840.09256478039, 15919.584551409807, 8208.32937052743, 38066.37666738893, 11837.771837313583, 30221.16140935292, 27217.065187341563, 36299.03047204465, 34657.487189418745, 27678.021961906557, 9221.234936602037, 0.0, 42996.97822356363, 30063.8394867181, 29878.821473437198, 0.0, 38905.52630462888, 31259.826201232212, 2386.647458588113, 18833.568814209295]"
elevation,"[67.44491577148438, 99.3897933959961, 69.28287506103516, 81.1453857421875, 70.89645385742188, 96.06885528564453, 77.85076904296875, 96.02345275878906, 90.06513977050781, 89.87716674804688, 118.4951477050781, 115.2692184448242, 54.71324920654297, 61.35599899291992, 92.62155151367188, 88.49737548828125, 95.10535430908203, 122.6586380004883, 67.44491577148438, 62.56337356567383, 98.6445541381836, 85.46397399902344, 75.27442932128906, 101.5923843383789, 98, 94.77387237548828, 75.72025299072266, 72.61418914794922, 71.34111785888672, 92.75720977783203, 104.4395217895508, 83.81761169433594, 79.97019958496094, 104.1343002319336, 75.36957550048828, 72.75167083740234, 94.9385757446289, 100.7251586914062, 99.60428619384766, 69.28287506103516, 67.53544616699219, 89.71409606933594, 84.44093322753906, 78.90825653076172, 122.6586380004883, 102.8187408447266, 76.82320404052734, 77.44755554199219, 85.07173919677734, 116.5338745117188, 87.23751068115234, 65.56934356689453, 106.4785308837891, 118.0629577636719, 97.52143096923828, 65.23243713378906, 87.63103485107422, 93.00920104980469, 61.32424545288086, 89.74380493164062]"
color,red
