name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[28869.134417537574, 1.477236066334204, 44116.74431386806, 6637.59423612904, 38756.580669126444, 31687.281258563937, 32825.377549971796, 21064.039175441907, 32069.926471294588, 22748.396501781433, 31672.304783346302, 30971.57997052454, 44483.06582142064, 14181.680568802722, 16554.296650402976, 18459.94081235903, 15221.195847405157, 35450.27938107922, 3789.7826295416635, 36053.00455549198, 24959.267279239022, 44251.224377096696, 5326.827618127396, 10861.472877874852, 15459.488418560704, 17942.069848825104, 35022.84393354611, 10250.36510004663, 32420.985839575194, 32291.845679724232, 41730.79574654836, 27079.469385364642, 29481.556012852485, 16991.35445468412, 33527.715739496874, 28017.52387709052, 16415.510961191732]"
elevation,"[88.80118560791016, 91.35519409179688, 77.38270568847656, 119.9281463623047, 80.59698486328125, 88.81851196289062, 108.8763656616211, 94.0855484008789, 93.84329223632812, 93.00993347167969, 103.9933395385742, 72.71746063232422, 66.17786407470703, 89.65528106689453, 79.913818359375, 75.13184356689453, 84.19660186767578, 72.09932708740234, 92.00961303710938, 88.28096008300781, 99.0938949584961, 112.9308853149414, 119.9281463623047, 94.60116577148438, 66.12621307373047, 86.4900131225586, 88.89850616455078, 94.33114624023438, 73.67526245117188, 82.35989379882812, 100.5024948120117, 77.95928192138672, 121.7335205078125, 71.39663696289062, 101.948616027832, 121.1611862182617, 87.93923950195312, 67.32140350341797, 115.043212890625, 76.72977447509766, 74.11455535888672, 66.02098846435547, 94.0855484008789, 69.50276947021484, 103.4525527954102, 110.4885406494141, 92.12094116210938, 63.31007385253906, 93.04190826416016, 97.85739135742188, 121.2301635742188, 75.14202880859375, 94.4058609008789, 91.22042083740234, 99.98003387451172, 82.72259521484375, 117.6118240356445, 95.34043884277344, 99.81002044677734, 65.873291015625]"
color,red
