name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[36418.23704812338, 28771.072474506367, 25605.521187078335, 30170.590499434216, 24802.82908536004, 32726.322253852795, 25438.30259781836, 29537.43777665026, 25965.74121314909, 29160.49115359862, 33762.0061347907, 33012.648754286936, 24393.10079944455, 25398.866509406987, 18960.052554298556, 32893.218448594125, 3796.092442310137, 38342.4083841598, 22547.17534322364, 25444.779037860037, 31854.75421836232, 40769.389118495965, 17558.33532672755, 31500.94454582179, 14551.351873880227, 34961.58450076233, 17540.16278002089, 25914.432059478728, 39503.82803384622, 38578.556189698, 18488.646074020064, 36187.48045240485, 20903.186159094126, 12184.454969439987]"
elevation,"[94.25721740722656, 92.79524993896484, 74.83297729492188, 92.56070709228516, 84.03461456298828, 94.60116577148438, 58.68361282348633, 81.31718444824219, 96.98973846435547, 92.46151733398438, 93.82559204101562, 88.28096008300781, 93.78255462646484, 72.99635314941406, 93.71015167236328, 88.46910858154297, 95.8827896118164, 109.9710159301758, 65.1242904663086, 94.0855484008789, 85.07205200195312, 72.78966522216797, 94.60116577148438, 102.7141494750977, 118.7688369750977, 93.93919372558594, 106.6128234863281, 90.2303237915039, 88.90335845947266, 86.72410583496094, 117.508903503418, 63.86080551147461, 100.2551422119141, 107.2053146362305, 79.0503921508789, 84.71629333496094, 85.2865219116211, 73.14799499511719, 103.9798049926758, 64.2801742553711, 88.50922393798828, 88.39347839355469, 100.7251586914062, 94.16468811035156, 114.7867431640625, 117.3570098876953, 74.11455535888672, 96.95182800292969, 114.0846481323242]"
color,blue
