name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[29724.48908765365, 25705.620364911934, 34673.991731014736, 33220.2921783265, 27070.92470319036, 28117.48921788975, 39964.38384947734, 23713.602910936595, 38173.46829572705, 30491.985340550775, 37960.01272313388, 46964.88819074896, 11619.887996836665, 2320.83443345797, 45475.68250719109, 30135.269316862643, 38895.87033701225, 6510.235520979047, 42944.79048245301, 1.5043150481777114, 25393.409528639597, 19008.39354627638, 16670.383924235717, 30164.830434364714, 37365.292898850064, 35274.33052343712, 28916.485808592082, 38500.069811947054, 6775.5880769566475, 39814.93465366127, 24783.828452035254, 3816.999834581412, 31334.58687450684, 16139.642128513467]"
elevation,"[74.56961059570312, 120.7061996459961, 78.41989135742188, 112.1596374511719, 82.89774322509766, 87.33172607421875, 84.99120330810547, 66.09122467041016, 88.16868591308594, 94.70680236816406, 92.67051696777344, 80.20835876464844, 76.6094741821289, 85.37747192382812, 117.9401473999023, 96.19295501708984, 87.72288513183594, 79.24876403808594, 79.73526763916016, 118.0605239868164, 76.1407699584961, 96.85052490234375, 83.68351745605469, 102.1387329101562, 115.9370422363281, 84.80625915527344, 114.7867431640625, 83.16450500488281, 70.01312255859375, 90.25759887695312, 103.1244430541992, 89.20548248291016, 96.21073150634766, 106.6128234863281, 64.63065338134766, 115.003044128418, 110.9724960327148, 64.6692123413086, 92.75720977783203, 95.2966537475586, 72.09932708740234, 90.02320861816406, 83.69719696044922, 114.2393646240234, 86.331787109375, 90.80284118652344, 68.97230529785156, 82.24579620361328, 66.32239532470703]"
color,blue
