name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[35166.316594149896, 28468.7593257698, 44484.93811992797, 37009.42125567853, 41085.84776398525, 19606.728969082786, 13394.407841456516, 0.0, 8797.987309295786, 37669.441645494284, 33682.40195053626, 18286.97427988071, 21000.109391557955, 11623.228164054672, 3817.2368854650394, 27377.021800954553, 2348.460258776043, 37015.407218428656, 35196.036718899755, 30542.962450435625, 29330.62306236989, 31852.13732035498, 28149.71344289658, 22788.349733853076, 29363.87036214993, 35327.326645897454, 28280.60769548029, 37291.7557488575, 5529.37294233301, 5774.973911872492, 11043.229703700003, 28594.258684373213, 39561.1994883692, 28184.554621184583, 24332.826717947493, 28546.900035753744, 27118.611938776477]"
elevation,"[120.9522705078125, 103.3879852294922, 89.06306457519531, 94.4058609008789, 96.2858657836914, 89.11531829833984, 87.93923950195312, 63.46504211425781, 83, 65.15223693847656, 86.4900131225586, 71.1275863647461, 69.68327331542969, 83.97090911865234, 92.58930206298828, 91.06172180175781, 109.4786911010742, 68.06573486328125, 66.43604278564453, 83.16873931884766, 96.6058578491211, 107.0474014282227, 99.72673034667969, 75.87274932861328, 67.9789047241211, 101.4261703491211, 79.91336822509766, 111.8470458984375, 126.9359664916992, 60.56321716308594, 64.40406036376953, 91.36124420166016, 90.94251251220703, 97.19723510742188, 115.7744064331055, 86.83146667480469, 101.1309814453125, 63.34224700927734, 92.24320220947266, 60.28864288330078, 92.46226501464844, 75.38819885253906, 94.34747314453125, 87.80364990234375, 95.88567352294922, 107.972053527832, 102.0068740844727, 88.90335845947266, 112.1284790039062, 107.6491928100586, 89.03038787841797, 87.11740112304688, 61.06595230102539, 98.6854476928711, 95.06111907958984, 104.6832656860352, 79.01596069335938, 66.4211654663086, 77.62855529785156, 87.85554504394531]"
color,red
