name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[25764.7087089065, 33274.812750129495, 19961.984681731374, 26731.97031742914, 30325.206509241005, 35882.70737365299, 33769.468915212354, 9784.31143621859, 31463.59156025304, 30534.55045668419, 31617.15859805398, 35974.26890047385, 34852.88210331749, 10701.93568960654, 27479.756612496672, 38629.421773137794, 22511.529049392877, 40551.274168584794, 23788.22348393078, 13163.405315785265, 32144.355679974236, 32055.841747838702, 33448.09482769128, 16717.380977804853, 40552.43496158123, 38340.66947487791, 18643.222496050174, 7686.249303965253, 28529.63567969456, 31074.47432646555, 36316.78552424633, 6821.957146434133, 20973.576049174648, 27576.153399962437]"
elevation,"[93.20922088623047, 66.4934310913086, 101.8025741577148, 99.72673034667969, 109.7989501953125, 86.62735748291016, 99.58969116210938, 103.7349700927734, 69.9986572265625, 88.49552154541016, 105.2547607421875, 72.5675048828125, 87.5692367553711, 94.19943237304688, 90.2303237915039, 106.3346710205078, 118.9829940795898, 86.39519500732422, 62.27145385742188, 89.7608642578125, 110.9820785522461, 90.73361206054688, 86.93900299072266, 71.56770324707031, 78.91624450683594, 116.1225814819336, 78.6712417602539, 92.75720977783203, 91.83883666992188, 109.8766403198242, 90.25759887695312, 66.4613265991211, 76.23211669921875, 73.14799499511719, 81.97993469238281, 113.3185806274414, 83.41363525390625, 104.1343002319336, 71.67915344238281, 86.56298828125, 90.77933502197266, 101.0122528076172, 91.1485366821289, 74.94701385498047, 71.22937774658203, 79.24876403808594, 103.9307861328125, 105.8269195556641, 94.70680236816406]"
color,blue
