name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[25857.559856725715, 27757.078688511352, 30085.857571931585, 22893.055731886077, 22569.72960562704, 38661.19852951865, 32423.50345674407, 11109.068193949444, 36471.67085001699, 39681.07126077718, 32020.125418953994, 27072.480651220616, 21052.06785987116, 41813.95715572521, 26256.032590948205, 40503.27528225571, 20226.004575177263, 11666.550192558918, 11059.270669581238, 41722.009472487975, 17293.593128884226, 25754.95264207996, 29970.58787718821, 22616.698393137383, 40992.6105823807, 32845.24589717667, 25024.945073756597, 21746.807277402386, 35131.36322700288, 22399.610337639115, 18384.699520310398, 33887.874809074114, 10169.50261029917, 30523.94100919984]"
elevation,"[81.02777862548828, 72.61418914794922, 66.09122467041016, 105.4188995361328, 96.28038787841797, 89.87335968017578, 85.16521453857422, 94.67878723144531, 104.4061279296875, 94.04635620117188, 88.31633758544922, 90.2303237915039, 95.39720916748047, 109.1662673950195, 96.98973846435547, 63.45015716552734, 119.7053375244141, 76.1407699584961, 95.66648864746094, 79.84980773925781, 75.14202880859375, 92.75720977783203, 101.3294448852539, 90.52278900146484, 85.46397399902344, 83.52357482910156, 98.17140197753906, 95.55870056152344, 89.66757202148438, 70.28646850585938, 123.7596206665039, 90.185302734375, 83.42865753173828, 90.59268951416016, 103.4525527954102, 123.606086730957, 76.54216003417969, 85.07173919677734, 85.21012115478516, 73.65798950195312, 104.6832656860352, 103.2393646240234, 87.5692367553711, 85.08980560302734, 82.92935943603516, 80.20835876464844, 87.83121490478516, 61.57269668579102, 83.06501007080078]"
color,blue
