name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[30538.43641350899, 21400.279602966628, 37046.788155954, 28438.277796057147, 22635.450563665665, 37777.98781472919, 31490.8221819359, 24850.355233584058, 9468.670920729975, 29542.169779877142, 23829.93213257366, 14011.499688013555, 13966.771230950555, 10759.419651551982, 36591.49389644749, 26782.75299262369, 31350.359741107095, 7580.406303202324, 29346.05546797183, 3018.8019570941187, 12118.237528796457, 30037.819120336306, 31536.542169761356, 36206.619861304964, 4019.138975321638, 28858.507572410585, 32928.31157720474, 29613.463654448184, 13395.7242058107, 10864.189017385797, 34723.14782634209, 39394.77411709013, 25461.491158815115, 26937.3538231399, 33546.24477050148, 25205.92606701921, 42369.777029766374]"
elevation,"[81.1065444946289, 78.89694213867188, 106.3001251220703, 66.3740005493164, 95.11516571044922, 78.90735626220703, 110.7159805297852, 90.79354095458984, 109.8981399536133, 88.35090637207031, 87.80364990234375, 109.9589157104492, 97.07479095458984, 104.6832656860352, 95.18903350830078, 91.36124420166016, 65.54051208496094, 61.69599914550781, 114.8841705322266, 67.12712097167969, 84.88230895996094, 93.82559204101562, 102.1387329101562, 103.2796783447266, 106.1555252075195, 83.80098724365234, 79.01596069335938, 92.58930206298828, 74.99665832519531, 94.33114624023438, 108.1539764404297, 97.17274475097656, 115.3952331542969, 107.1238021850586, 88.502685546875, 103.4373397827148, 103.8036804199219, 89.2109603881836, 89.96885681152344, 75.38143157958984, 109.6256484985352, 118.0629577636719, 119.0100936889648, 122.1984024047852, 83.4349136352539, 73.81196594238281, 90.01994323730469, 67.75019073486328, 93.89424133300781, 96.28038787841797, 85.29966735839844, 67.74871826171875, 102.9988555908203, 107.0729293823242, 98.34127807617188, 65.59783172607422, 86.9661865234375, 76.37033081054688, 99.40971374511719, 85.2865219116211]"
color,red
