name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[11146.675846269047, 21974.122258573494, 24580.489021553563, 21124.42783118109, 0.0, 38963.46354075682, 32368.443695107126, 30032.845065495585, 19494.828470578086, 23261.167998816865, 21418.3579612211, 39888.17894649793, 23650.189553757697, 15704.318247661315, 16197.0522980995, 35043.25418855485, 23983.731599712988, 2674.8897164160603, 40859.30079169288, 18992.419469849985, 5463.088714446356, 23974.136218942203, 30032.912915597008, 37530.1254276609, 42591.96462328946, 25116.033947631604, 30156.002031682317, 35954.5170911497, 26528.888087883017, 1.4499427044561104, 24087.80403094959, 26823.109501260533, 32499.640884341454, 41385.111753135665, 27263.79786403426, 29158.21251218135, 27719.047951314133]"
elevation,"[96.92265319824219, 108.7133636474609, 67.7415542602539, 75.38819885253906, 76.57920837402344, 63.56193161010742, 86.72410583496094, 117.1934051513672, 109.0522232055664, 97.11434936523438, 76.04269409179688, 107.0474014282227, 65.3138198852539, 84.72830963134766, 117.4292907714844, 54.71324920654297, 60.61790466308594, 72.68814086914062, 98.34127807617188, 64.38510131835938, 114.4020690917969, 65.4473648071289, 69.65025329589844, 96.57777404785156, 83.80098724365234, 72.09932708740234, 76.72977447509766, 66.84955596923828, 112.1284790039062, 96.4962387084961, 83.16873931884766, 67.9112777709961, 112.6708374023438, 85.35872650146484, 100.7399749755859, 77.66544342041016, 97.09577178955078, 84.72830963134766, 83.12641143798828, 90.71480560302734, 66.28761291503906, 108.8954772949219, 75.65421295166016, 119.2212905883789, 82.24579620361328, 92.23977661132812, 85.95660400390625, 88.79154968261719, 91.98519134521484, 97.11434936523438, 89.26875305175781, 108.1132278442383, 64.83243560791016, 75.7879409790039, 76.88751983642578, 75.38143157958984, 103.2796783447266, 93.05990600585938, 107.2673797607422, 79.0503921508789]"
color,red
