name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[38212.742845502915, 12608.80337529226, 31643.27996494473, 37764.24500574223, 4193.137531906356, 41346.357582669334, 27264.949614021174, 28336.013406010887, 22996.475055958974, 28470.210944983643, 28775.119638901935, 30880.745229521304, 37114.521110714944, 10573.180171153246, 41454.244441387506, 31602.109939992995, 35348.01541484151, 41664.18610419991, 10997.780047597977, 16365.401717741748, 12021.236405956519, 39460.42710476591, 41779.58066802485, 29511.04748568552, 27111.525717784498, 0.0, 4265.862468093644, 46592.38427243214, 34182.41149750076, 42760.56386483103, 36077.10904322113, 23698.43590597309, 32570.39045851559, 1.5059641297601603]"
elevation,"[96.06885528564453, 94.33114624023438, 86.78119659423828, 103.4525527954102, 79.24876403808594, 74.5992660522461, 106.2728805541992, 76.99281311035156, 64.76193237304688, 102.2091522216797, 77.32433319091797, 99.22130584716797, 104.7268218994141, 76.73247528076172, 80.71466827392578, 94.39983367919922, 90.59268951416016, 72.09932708740234, 89.20548248291016, 66.30726623535156, 95.2966537475586, 74.54058837890625, 90.31078338623047, 88.90335845947266, 85.48336029052734, 77.62855529785156, 98.6129150390625, 75.13184356689453, 85.78282165527344, 89.26875305175781, 105.8801193237305, 83, 82.44756317138672, 90.99890899658203, 64.17807006835938, 92.41071319580078, 91.885498046875, 75.14202880859375, 87.00989532470703, 98.67851257324219, 65.94527435302734, 66.95014953613281, 106.4785308837891, 107.0729293823242, 84.71629333496094, 107.1853561401367, 94.94644927978516, 117.1934051513672, 63.79002380371094]"
color,blue
