name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[38645.5733852771, 25750.958926303483, 39547.09513953132, 12550.291563538129, 31963.627456622347, 33260.67318239456, 36170.176487838304, 33383.784604013184, 7662.762116349312, 27344.969107194174, 18589.07990904749, 45557.551735122026, 28608.134760583114, 22450.608170496056, 10856.894152808276, 26839.55267158351, 19265.023666611232, 37685.93658783872, 20615.729398565396, 53481.44854868607, 32388.923577527876, 11085.115650945274, 23824.289770333457, 17111.008960854302, 33649.67135310522, 32012.86796108075, 46903.50998544389, 27415.9775212125, 33895.10742037137, 4108.3826002870055, 7902.476599058703, 35625.96109435336, 15976.088641894597, 35514.74729312789]"
elevation,"[65.7937240600586, 130.4503784179688, 92.23977661132812, 129.127197265625, 83, 103.7349700927734, 83.12641143798828, 95.040283203125, 86.76349639892578, 94.07455444335938, 94.46373748779297, 77.38270568847656, 104.4395217895508, 112.7855834960938, 72.98371887207031, 103.6022872924805, 80.11135864257812, 89.7608642578125, 62.20232391357422, 77.88436889648438, 104.6832656860352, 95.42726135253906, 119.8491744995117, 96.11309051513672, 78.53138732910156, 78.9531478881836, 88.36351776123047, 95.08194732666016, 122.1480102539062, 121.293083190918, 88.03595733642578, 85.5194091796875, 92.46226501464844, 65.52876281738281, 110.0476760864258, 80.98799133300781, 89.9063720703125, 90.32752990722656, 92.36569213867188, 83.96111297607422, 81.1453857421875, 112.1284790039062, 72.68814086914062, 87.83121490478516, 66.87407684326172, 111.29443359375, 80.81111907958984, 85.4169921875, 115.9494018554688]"
color,blue
