name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[32006.373251103712, 26482.514519894332, 36404.55433103752, 34444.52575218499, 18233.129338374347, 16663.813364431884, 36592.57627445894, 2340.9149301288317, 9199.07000212971, 30708.028645448507, 6711.596208868715, 27243.642770504564, 19943.65904592512, 32709.067216719744, 20944.00602763447, 16709.245449602113, 8117.011672839947, 39168.799815703336, 2335.0850698711683, 37275.89901061271, 38613.656383829984, 26951.232467342572, 30437.5021411178, 32283.206668280945, 42703.64031857843, 23724.551939184134, 1812.3119739379936, 30213.541968920734, 14904.799526923074, 27415.234854128103, 35963.93240936571, 36282.82333035279, 14847.741679362298, 36239.78738904834, 25413.569751693994, 12086.787597563645, 43516.16690289477]"
elevation,"[95.50518798828125, 100.3818130493164, 95.83670806884766, 90.50725555419922, 67.06108856201172, 78.73103332519531, 99.9918212890625, 89.60098266601562, 91.35519409179688, 96.50541687011719, 96.98973846435547, 73.9028549194336, 89.63871765136719, 87.93923950195312, 100.7399749755859, 67.17672729492188, 101.3294448852539, 76.23091888427734, 85.21012115478516, 96.06254577636719, 93.70459747314453, 75.72025299072266, 87.11740112304688, 95.2966537475586, 97.52143096923828, 82.89774322509766, 89.50757598876953, 103.4373397827148, 79.93515014648438, 76.69477844238281, 66.8279037475586, 88.9691390991211, 77.09346008300781, 98.26448822021484, 118.0629577636719, 59.375, 70.14896392822266, 81.53394317626953, 94.32516479492188, 94.0386962890625, 79.01107788085938, 67.11312103271484, 103.5829925537109, 88.45304107666016, 82.48788452148438, 116.5338745117188, 65.1242904663086, 104.1343002319336, 67.8725357055664, 66.95014953613281, 83.67630004882812, 88.97850036621094, 106.3346710205078, 97.19723510742188, 103.4525527954102, 78.3711929321289, 79.33454895019531, 80.81111907958984, 101.1322402954102, 116.4461135864258]"
color,red
