name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[40016.22138518336, 33543.501576588395, 35088.876706308096, 11539.637600507636, 2392.803160651647, 30566.85835218515, 26533.03368451244, 9668.446165976859, 39541.16712699822, 30264.965590985415, 35178.877826564756, 36106.68814181046, 18606.151210183187, 1474.8251222439737, 35582.671035544525, 37897.72992118698, 2283.196839348353, 19484.28645851336, 40943.0300546722, 38404.02196443026, 27120.642888673894, 39096.91166364936, 43004.27040809924, 38589.83129818994, 39236.045987959726, 0.0, 32598.987205755377, 0.0, 33627.79486889013, 24748.19660796644, 32158.913327149192, 23315.016709444677, 29091.072416750136, 39939.32669307661]"
elevation,"[64.4141845703125, 68.21835327148438, 116.0908889770508, 88.25282287597656, 93.43167877197266, 90.31078338623047, 92.46226501464844, 91.80752563476562, 87.64222717285156, 74.82682037353516, 88.28096008300781, 128.5739288330078, 67.00320434570312, 76.73247528076172, 110.6545028686523, 94.46373748779297, 84.35416412353516, 88.46286010742188, 119.2101287841797, 67.06400299072266, 103.8609008789062, 72.68814086914062, 94.59234619140625, 110.0476760864258, 96.19295501708984, 87.63307189941406, 109.0923843383789, 64.38890075683594, 58.76936721801758, 89.96885681152344, 85.48197937011719, 65.72210693359375, 99.93321228027344, 114.7867431640625, 119.0299377441406, 90.80284118652344, 114.4020690917969, 89.03038787841797, 95.39720916748047, 83.96111297607422, 62.70136642456055, 106.7861099243164, 64.29190826416016, 101.7042770385742, 81.33153533935547, 94.03270721435547, 71.9330825805664, 101.2802963256836, 89.66757202148438]"
color,blue
