name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[18093.744902339244, 9449.660149575675, 41952.053966006424, 40058.12425708738, 2341.8858600691724, 18972.864385443016, 46142.23769232702, 31033.12579166319, 0.0, 4657.624181356637, 1889.3560698380522, 24662.982282228986, 1.3935468186019468, 27810.96882492058, 17826.398590195073, 36245.785168335446, 35070.94320532054, 41755.62960600789, 29960.818221331945, 37207.011677564966, 32517.80060908954, 12374.403203492464, 35818.16353867549, 21159.02003666289, 26420.819473127518, 41328.906374180886, 38077.841633683354, 29470.848153632858, 37010.650250310384, 5190.163251621265, 20664.877937420213, 35457.58358350653, 0.0, 34591.69427641313, 11266.880935926238, 41292.44379801652, 39869.2945658109]"
elevation,"[67.57839965820312, 66.54794311523438, 89.60098266601562, 90.01994323730469, 86.83157348632812, 60.99977111816406, 107.6487274169922, 92.91754150390625, 83.16873931884766, 85.15705871582031, 65.94363403320312, 118.0790176391602, 108.8954772949219, 88.35090637207031, 79.84552764892578, 66.0837631225586, 85.07173919677734, 60.99977111816406, 101.5923843383789, 83.82154083251953, 120.8026123046875, 94.55256652832031, 63.56193161010742, 88.36707305908203, 98.20606994628906, 85.15705871582031, 84.80625915527344, 71.02921295166016, 105.6915054321289, 103.3893280029297, 104.3221435546875, 65.76563262939453, 92.55999755859375, 65.00570678710938, 54.71324920654297, 64.83243560791016, 79.42804718017578, 118.0605239868164, 92.15059661865234, 95.33393096923828, 74.54058837890625, 111.8470458984375, 90.02320861816406, 104.4639587402344, 82.04903411865234, 73.4939956665039, 101.3294448852539, 69.18778228759766, 108.0233840942383, 74.8348617553711, 89.6551284790039, 93.31404876708984, 109.7989501953125, 118.3911437988281, 89.66757202148438, 65.94363403320312, 83.42646026611328, 82.83323669433594, 89.63301086425781, 92.74105072021484]"
color,red
