name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[33362.650577418055, 14825.10960912632, 37070.108918399994, 36520.23120615469, 26619.60802694329, 33331.2876603918, 37480.34537430386, 31950.148271914233, 25623.49900852578, 40734.59717123755, 36231.10967741101, 26716.765875940986, 35095.899851697526, 3796.4468432159993, 17027.479174351934, 17593.79663761232, 40767.870821387245, 34301.75778999094, 38056.636190001715, 32508.651222577024, 39268.19644554002, 3963.5531567840003, 18537.91286938706, 1897.459038138077, 29971.450376524335, 44248.24037677142, 6703.5420127738225, 22706.340662214032, 30958.83879476807, 38797.05569630969, 42147.23514636624, 35946.95097727618, 9924.015536874063, 2959.2090016707316]"
elevation,"[75.27442932128906, 91.35409545898438, 61.57269668579102, 83.69938659667969, 66.49443817138672, 98.57266235351562, 118.0624694824219, 104.2855377197266, 90.94251251220703, 91.27981567382812, 92.81430053710938, 101.1322402954102, 118.7688369750977, 93.81158447265625, 67.89682006835938, 73.4939956665039, 84.89892578125, 95.15846252441406, 75.14202880859375, 72.14061737060547, 101.3498840332031, 89.03038787841797, 95.2966537475586, 59.17994689941406, 91.22042083740234, 95.06111907958984, 111.9072799682617, 111.8775634765625, 62.64648056030273, 116.3982238769531, 108.5950012207031, 106.6128234863281, 82.56766510009766, 93.2017822265625, 69.25362396240234, 70.02952575683594, 62.29736709594727, 67.74760437011719, 65.53644561767578, 91.66299438476562, 91.07538604736328, 97.84284973144531, 118.0638580322266, 110.9471282958984, 114.7867431640625, 87.07022094726562, 111.9920654296875, 94.32516479492188, 112.1885604858398]"
color,blue
