name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[29681.51565637949, 11065.969466757606, 24677.681429826094, 33261.08350310349, 22621.063349136286, 28846.434351244607, 4055.532921545251, 42323.442042047645, 43428.28508154662, 27848.027145856726, 22821.988304298648, 36008.90203630075, 36402.55555657368, 34439.41870495246, 23465.336284034594, 30004.063079303472, 25891.91054537181, 14383.19642113303, 31651.19889094825, 44788.61506574791, 10943.14804650962, 37354.546094135476, 39309.4656065816, 26323.561141519458, 30425.44588882254, 11609.472897427475, 7804.495512286666, 6265.4587625840795, 8186.952904320869, 6351.252726810436, 29007.36526704037, 28214.39779613459, 25115.608116843596, 35811.37296604274, 16201.497219588873, 2189.9622636983363, 38863.77695354485]"
elevation,"[94.07455444335938, 109.2554931640625, 89.187255859375, 76.86383056640625, 65.4618148803711, 90.0855484008789, 108.5333404541016, 96.95182800292969, 73.69631958007812, 76.07086181640625, 84.51054382324219, 85.6441421508789, 95.50518798828125, 80.1550521850586, 92.87651824951172, 95.82450103759766, 95.08090209960938, 67.11312103271484, 83.06047058105469, 110.5251617431641, 68.14263153076172, 88.9162826538086, 116.0312805175781, 96.92265319824219, 85.88287353515625, 93.76292419433594, 84.08094787597656, 63.64933395385742, 117.1934051513672, 71.84623718261719, 89.46597290039062, 73.65798950195312, 85.96883392333984, 116.5338745117188, 104.4639587402344, 89.63871765136719, 103.2947463989258, 89.87335968017578, 91.90907287597656, 90.55548858642578, 81.1065444946289, 119.0299377441406, 111.9708862304688, 95.83541870117188, 118.0624694824219, 70.89645385742188, 90.93717956542969, 98.6129150390625, 93.66350555419922, 106.4514007568359, 66.64826202392578, 84.66060638427734, 89.71409606933594, 79.0503921508789, 70.02952575683594, 97.27339172363281, 108.7133636474609, 70.41419982910156, 66.77657318115234, 81.47795104980469]"
color,red
