name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[43183.213505972046, 31877.341698707092, 26228.68739869746, 23019.35488028904, 10821.81064305029, 31800.069469129172, 44939.63194678114, 9372.439403148303, 32663.954883355986, 9429.40597756532, 26891.444869678282, 29097.297666285096, 48886.80749953671, 22585.152983460874, 35204.42168220895, 33736.77251117896, 43578.54536291066, 38115.633195175054, 28733.06815251311, 17098.928569692976, 2324.1554421676265, 35709.46968365944, 43326.546187899745, 11204.711570990065, 25115.40954143927, 38259.52584012289, 33296.176455789646, 34650.73006522143, 9404.8575674967, 5513.377142615496, 33664.614357602375, 28249.025597707783, 3900.388601772198, 35761.02964617879]"
elevation,"[91.1103286743164, 103.4977188110352, 102.1387329101562, 67.9112777709961, 75.31266784667969, 92.66064453125, 61.35599899291992, 105.1268615722656, 109.9710159301758, 80.9740982055664, 114.4605178833008, 76.95634460449219, 106.2742156982422, 76.54216003417969, 67.44491577148438, 86.4900131225586, 82.45718383789062, 68.58082580566406, 85.23001098632812, 130.4503784179688, 81.75701141357422, 114.7867431640625, 98.3543472290039, 94.9385757446289, 96.21073150634766, 70.02952575683594, 108.2659912109375, 106.4785308837891, 95.50164031982422, 98.52017974853516, 80.81111907958984, 109.9253921508789, 94.46373748779297, 91.90907287597656, 76.38729858398438, 70.01312255859375, 85.96690368652344, 82.86662292480469, 106.1678771972656, 60.61790466308594, 105.1268615722656, 119.0299377441406, 78.92845916748047, 64.00566864013672, 75.99874114990234, 82.14065551757812, 104.5447616577148, 61.32424545288086, 101.2983551025391]"
color,blue
