name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[28330.244478735814, 7582.940480721656, 35400.82820361931, 3791.339206777615, 38866.46843240282, 32531.74324445792, 23420.25605707752, 22665.377858776712, 24883.52907523571, 39313.009702575684, 21476.691113587854, 31086.305267806198, 29574.73777672248, 33940.570570272335, 0.0, 31728.767752291737, 10770.211884624896, 19386.629286464657, 21143.773013006678, 38786.3785314177, 3033.914714721398, 15031.472050559032, 29830.367088457104, 14608.576311151543, 25194.871297723927, 22097.667135018357, 40273.52534980944, 37753.60347926991, 2351.5417247167934, 22363.369825328373, 34677.00891147786, 8413.235850618443, 41724.21808769515, 40510.6588383576, 39017.76399359376, 25978.589177933987, 30103.814226992057]"
elevation,"[76.60009765625, 98.20606994628906, 120.7061996459961, 94.33114624023438, 117.5023651123047, 66.61734008789062, 83.7021713256836, 112.2142028808594, 104.1343002319336, 118.0638580322266, 129.127197265625, 87.64222717285156, 119.5908432006836, 122.2349395751953, 69.76908874511719, 90.10469818115234, 83.7021713256836, 103.76513671875, 75.49977111816406, 69.50276947021484, 97.42848205566406, 92.74105072021484, 106.13720703125, 98.67851257324219, 97.07479095458984, 106.2728805541992, 63.1115608215332, 108.2898712158203, 96.53144836425781, 112.6653213500977, 73.2950210571289, 63.77370452880859, 101.962760925293, 78.6712417602539, 85.5194091796875, 92.79524993896484, 101.5923843383789, 68.01631164550781, 96.47638702392578, 92.9671859741211, 74.54058837890625, 109.238410949707, 111.2744293212891, 68.93462371826172, 62.27145385742188, 80.14733123779297, 67.55775451660156, 90.71480560302734, 70.02952575683594, 85.96690368652344, 89.7608642578125, 64.27163696289062, 107.8328323364258, 93.84329223632812, 119.5908432006836, 84.93315887451172, 73.65798950195312, 98.22630310058594, 76.51537322998047, 109.0436401367188]"
color,red
