name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[32451.229781134185, 18503.070778134894, 32883.646760266594, 4877.390105848952, 25847.02216256122, 4061.0579308175493, 23917.167035261788, 28682.518475350033, 30467.28859715477, 39017.76538125508, 30578.175470308568, 31615.74906125102, 9428.091098237104, 32228.298078965156, 37828.036167012775, 3998.71345251391, 10799.510096178847, 30486.268962603983, 31612.31323534603, 35492.73156672722, 54558.65058012732, 9409.743436166718, 26459.2869484361, 17945.67525468523, 37389.597164430794, 1313.1408378508484, 39298.560620230695, 25074.69447734833, 30637.16880028527, 27891.62562161246, 6627.375584289148, 1655.2343098619003, 27347.539103856703, 44642.02704246493, 36179.71198934293, 4047.0485345416655, 42390.875497539295]"
elevation,"[114.3712921142578, 63.88666152954102, 93.54603576660156, 91.2485580444336, 74.69336700439453, 101.2719039916992, 96.02345275878906, 91.59076690673828, 72.5665283203125, 97.06817626953125, 78.6378173828125, 72.5665283203125, 73.62303161621094, 109.8766403198242, 98.20606994628906, 77.89868927001953, 59.76061630249023, 79.79915618896484, 92.58930206298828, 104.2963333129883, 82.04903411865234, 83.67630004882812, 91.59076690673828, 95.39720916748047, 104.2963333129883, 91.29273986816406, 95.49234771728516, 99.51127624511719, 78.60667419433594, 73.69631958007812, 72.68814086914062, 106.7861099243164, 84.80625915527344, 99.81002044677734, 73.67623901367188, 83.7021713256836, 92.41014862060547, 83.404296875, 62.4093132019043, 84.34761047363281, 115.3862915039062, 93.77584838867188, 83.21397399902344, 114.7867431640625, 90.93179321289062, 69.28287506103516, 94.25794982910156, 98.22630310058594, 104.0859298706055, 77.23807525634766, 85.41455078125, 76.73247528076172, 94.30270385742188, 82.04903411865234, 92.87651824951172, 102.4352569580078, 113.3185806274414, 88.72515869140625, 64.6750259399414, 97.85739135742188]"
color,red
