name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[20913.625868914532, 15030.092482164106, 30158.74224360108, 22927.116876209915, 28876.062203915266, 19658.002942653548, 33982.509502027424, 27695.511136143068, 31305.037447450235, 37868.821463055574, 28899.753265141742, 16543.983013863857, 18388.05756993233, 31602.80666180453, 13951.210507311886, 28756.477164808333, 27878.036990252236, 18825.05728420737, 32470.740126300087, 30048.903507852883, 12409.524651621092, 24609.580317628308, 18946.49567736734, 19553.40959779242, 12701.341665830367, 33076.364078216284, 36725.927577441755, 8993.559777246583, 8027.400631633644, 39684.19614213397, 22822.653276101326, 27501.95209035331, 25254.408036177083, 28466.645002871745, 35701.391824775455, 28358.085059689987, 29030.516335509346]"
elevation,"[66.55175018310547, 64.38890075683594, 89.60098266601562, 101.3294448852539, 112.5148010253906, 89.68810272216797, 107.2673797607422, 88.59530639648438, 69.50276947021484, 67.0661849975586, 92.79524993896484, 111.9920654296875, 108.0175399780273, 112.1885604858398, 76.51537322998047, 96.86199188232422, 112.5148010253906, 90.73361206054688, 74.43769073486328, 92.46226501464844, 103.4977188110352, 84.66060638427734, 107.1377868652344, 105.7850494384766, 96.95182800292969, 79.73526763916016, 76.37033081054688, 104.7842864990234, 87.01199340820312, 103.5829925537109, 82.86235809326172, 82.72358703613281, 92.91754150390625, 77.38270568847656, 121.3248901367188, 91.05177307128906, 78.73103332519531, 76.04269409179688, 84.51260375976562, 76.23091888427734, 98, 102.2091522216797, 82.45718383789062, 64.6692123413086, 102.8711929321289, 97.79644775390625, 68.93382263183594, 92.25255584716797, 91.35409545898438, 93.90033721923828, 66.29517364501953, 84.68277740478516, 103.2947463989258, 99.51127624511719, 107.1238021850586, 81.31718444824219, 88.29743194580078, 114.7867431640625, 97.11434936523438, 85.48197937011719]"
color,red
