name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[27855.67095218105, 31811.019246709482, 30168.918102466087, 6037.361017084458, 23044.247037783945, 6406.321182730291, 26051.44387997215, 29237.60327144341, 27273.40673399418, 21149.247189837813, 9318.646263002076, 42797.454566317494, 20055.87539709278, 39220.15131534699, 19962.117050101522, 9675.910119920396, 2872.435258483095, 27510.341975318144, 31198.829821163567, 4632.762910741847, 33088.12142957217, 38677.53715533575, 16954.5244678304, 23172.68938973003, 26666.693691958717, 33020.36581833949, 37191.92529385137, 33074.80025885277, 34844.12813464555, 21863.36779122632, 33555.121650405235, 32336.820291657143, 14559.828714282048, 26391.95367914589, 31525.19516854146, 9465.091750303423, 44976.072022631466]"
elevation,"[82.36202239990234, 59.17994689941406, 64.04458618164062, 67.09941101074219, 65.02208709716797, 99.51127624511719, 84.20521545410156, 108.0188980102539, 97.85739135742188, 72.42009735107422, 89.08084106445312, 96.26573181152344, 85.67959594726562, 97.85739135742188, 115.0237274169922, 118.000114440918, 64.2801742553711, 119.5723495483398, 101.4409713745117, 93.04190826416016, 88.42414855957031, 94.63480377197266, 106.0744018554688, 111.3246078491211, 87.07022094726562, 95.39720916748047, 98.6417465209961, 58.83412551879883, 114.2393646240234, 86.7522964477539, 83.49455261230469, 121.922607421875, 84.20521545410156, 82.61100006103516, 101.948616027832, 106.3346710205078, 110.0476760864258, 99.0531005859375, 75.79952239990234, 101.7583465576172, 79.43054962158203, 83.80098724365234, 67.11312103271484, 71.1275863647461, 98.97831726074219, 128.3880004882812, 109.0436401367188, 104.0454330444336, 65.07315063476562, 66.4613265991211, 76.54216003417969, 73.65798950195312, 91.290771484375, 96.5937728881836, 82.14065551757812, 89.54976654052734, 82.92935943603516, 88.21559143066406, 91.06172180175781, 103.2384567260742]"
color,red
