name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[16570.725724362208, 12571.031103161908, 25544.30703837126, 32727.53428468216, 25105.286417405234, 11732.659599206181, 13376.460127482207, 30790.091464912624, 30682.73945778852, 34140.78314858429, 27308.03112777802, 28807.47096578125, 32698.539908374307, 30750.139293985932, 30767.69688863465, 27920.759895483112, 23027.711060604586, 31404.795566993027, 8249.818000999003, 24186.323937196372, 32443.571985200953, 29989.83785586599, 17072.76101341635, 24276.450512861946, 28489.646599532865, 23339.827319725235, 6586.766776295131, 31881.095149915058, 18333.687952205575, 32079.144347538357, 24534.306862010057, 33957.79771191965, 16848.822457341976, 15487.525128319008, 24902.480490571666, 35019.081783705304, 34038.29104178799]"
elevation,"[76.60009765625, 86.70884704589844, 80.49168395996094, 103.7349700927734, 74.5992660522461, 83.20521545410156, 83.16450500488281, 114.8696899414062, 81.0594253540039, 77.68022155761719, 122.0868606567383, 114.4020690917969, 64.53595733642578, 100.9400100708008, 100.879150390625, 92.57317352294922, 111.3246078491211, 89.7790756225586, 89.46597290039062, 73.4939956665039, 104.3221435546875, 106.4785308837891, 88.91520690917969, 109.1662673950195, 84.0421371459961, 79.01596069335938, 93.68183135986328, 99.98003387451172, 109.5356674194336, 80.06382751464844, 93.84329223632812, 104.6832656860352, 89.03038787841797, 83.3139877319336, 73.65798950195312, 114.5426864624023, 81.6485366821289, 82.72358703613281, 84.229248046875, 74.22607421875, 103.4525527954102, 66.26507568359375, 92.50637817382812, 98.44990539550781, 76.2518081665039, 117.7504196166992, 107.2844390869141, 88.6154556274414, 102.4877624511719, 92.3853759765625, 116.1438598632812, 59.375, 92.75720977783203, 64.4806900024414, 84.75991821289062, 79.5345458984375, 72.42009735107422, 81.3245620727539, 95.58931732177734, 89.08084106445312]"
color,red
