name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[36224.006017242056, 33043.559822018564, 31436.251043720193, 13559.32796523377, 7921.377468799556, 25457.000094145784, 27409.61489888499, 30512.489064349717, 14061.274302947979, 2369.2828988898605, 18310.35229751222, 33550.96674861708, 28551.705778384505, 27411.77510974469, 23213.98894259191, 22879.52536625158, 6444.668698828618, 33541.699246223434, 37252.27544583362, 15066.102376286155, 26803.425967725296, 29468.460892136325, 24111.334345922736, 16398.97453656972, 9653.680282773039, 26553.41677560915, 46828.93844827531, 30644.147647705715, 33279.03425659184, 45179.30001519817, 30638.83651706332, 32155.512417471375, 12830.601946902236, 30581.124959268396, 30086.537093602128, 2306.7171011101404, 31906.71320956883]"
elevation,"[65.6411361694336, 94.3451919555664, 100.47607421875, 106.0748977661133, 75.54595947265625, 123.4956207275391, 116.3335494995117, 121.3223190307617, 85.2718505859375, 92.92574310302734, 79.913818359375, 98.91039276123047, 83.81761169433594, 85.5194091796875, 65.3965835571289, 94.16468811035156, 66.97697448730469, 61.08929824829102, 100.1952438354492, 90.99890899658203, 67.173095703125, 111.2744293212891, 63.27487182617188, 88.10702514648438, 91.22042083740234, 91.31493377685547, 74.01038360595703, 126.6624069213867, 122.1449432373047, 72.20002746582031, 89.37069702148438, 119.2371597290039, 64.97893524169922, 79.97019958496094, 85.48197937011719, 108.2898712158203, 85.23001098632812, 102.4877624511719, 101.7042770385742, 99.1925277709961, 83.67630004882812, 81.1453857421875, 97.35128021240234, 76.73247528076172, 76.60009765625, 92.28984832763672, 83.63316345214844, 66.3487548828125, 83.06501007080078, 106.6128234863281, 80.11135864257812, 85.08980560302734, 110.0476760864258, 84.77767944335938, 76.2518081665039, 98.831787109375, 81.57343292236328, 79.93515014648438, 64.91080474853516, 84.80625915527344]"
color,red
