name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[22659.766994087564, 36075.1477476498, 12045.922986955791, 26036.758134325526, 32397.905039751186, 0.0, 41601.30595435899, 40459.93154918419, 27296.414279893706, 24422.512215244085, 34159.05669259818, 31096.598315737145, 38940.092601556964, 28559.213302336848, 22894.0228573708, 29324.157083246322, 33123.56599932115, 24227.13677212201, 30757.150172998037, 36528.91008519271, 37730.934281748734, 32691.21755245269, 24453.199201658223, 37900.24684933271, 37428.32623066212, 6550.926679630313, 9283.211450538416, 11650.339824091949, 20822.21331714617, 3816.8362612692454, 30478.150710314545, 20520.97302811426, 37111.55936031626, 44600.29646879336]"
elevation,"[91.06510162353516, 67.71721649169922, 101.2983551025391, 85.51821899414062, 97.69739532470703, 70.72908020019531, 89.87957000732422, 82.86235809326172, 87.23929595947266, 88.50922393798828, 87.31314086914062, 83.4950942993164, 98.67851257324219, 90.55548858642578, 96.08435821533203, 65.40998840332031, 64.39199829101562, 105.1283340454102, 88.6154556274414, 80.2911605834961, 69.32353210449219, 82.14065551757812, 79.66846466064453, 112.7373046875, 106.0744018554688, 88.28096008300781, 83.46681213378906, 94.04635620117188, 79.91336822509766, 109.9710159301758, 109.041748046875, 119.5057220458984, 85.35872650146484, 77.09346008300781, 102.1387329101562, 96.5937728881836, 103.6022872924805, 116.7226943969727, 83.42991638183594, 94.03270721435547, 108.1484298706055, 113.4906616210938, 94.96730041503906, 102.6065216064453, 66.55332946777344, 97.75035858154297, 80.20835876464844, 117.508903503418, 106.6128234863281]"
color,blue
