name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[25791.43046931738, 16440.316696392187, 13874.707743409286, 3294.6222085262443, 40641.93333658604, 9457.206965888114, 21093.188690785624, 30341.0854858786, 24914.618138331352, 26481.188617543474, 24473.898647950686, 14388.924050225642, 29663.871913062936, 29722.68230687414, 3913.333758344613, 38565.10476239213, 22143.98273709733, 32653.312814311743, 24117.668557124744, 32110.685410179343, 23396.08113895937, 20488.966675242184, 29996.450952511223, 8094.910053424326, 46072.752169105974, 31467.354344084975, 31829.285282297933, 32244.5948234497, 21156.70603230294, 38850.27174469867, 26081.776889523513, 41176.93542099843, 30032.10746681811, 23961.987538199464, 27939.38459134789, 2382.742250188979, 28387.929316624708]"
elevation,"[102.3695297241211, 84.09870910644531, 74.94701385498047, 102.4352569580078, 81.6157455444336, 89.3204345703125, 98.6838607788086, 91.27981567382812, 81.33153533935547, 94.60867309570312, 95.06111907958984, 89.02945709228516, 116.8678817749023, 89.00395202636719, 93.54603576660156, 86.66401672363281, 93.3321533203125, 87.5692367553711, 101.2802963256836, 63.96754837036133, 102.2371597290039, 119.8491744995117, 126.4064331054688, 73.2457046508789, 75.76913452148438, 98.20606994628906, 67.0661849975586, 91.885498046875, 91.24359893798828, 65.1242904663086, 91.77153015136719, 73.81196594238281, 88.803466796875, 76.51537322998047, 64.2801742553711, 76.42375183105469, 87.58928680419922, 92.55999755859375, 94.94644927978516, 72.87556457519531, 105.8801193237305, 95.3828125, 100.4628295898438, 89.8248519897461, 76.82320404052734, 98.67851257324219, 112.1885604858398, 100.7399749755859, 116.1438598632812, 71.22310638427734, 95.34043884277344, 121.6764678955078, 101.4261703491211, 79.73526763916016, 108.2898712158203, 85.30667877197266, 85.16521453857422, 94.16468811035156, 64.37296295166016, 90.50725555419922]"
color,red
