name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[7129.567268895295, 38681.62615473936, 37873.701652954165, 21940.575453056696, 27486.349232826095, 33109.27626558067, 34681.181862972786, 40607.095195223934, 42168.91896614257, 28655.66125565959, 28012.384282600284, 13283.856168491704, 34216.115409411665, 29292.924603675605, 16027.426889162653, 34361.11356992097, 6315.15786648641, 28844.951635518002, 14489.068760430451, 3946.2002046337857, 30769.090895982063, 39981.98229907633, 17085.029577497502, 10857.205503148381, 31046.501377361492, 39331.487168457774, 28578.507611692912, 35047.41624606886, 17942.433024223697, 33967.48312386906, 40468.67180763731, 0.0, 31290.030425840527, 50155.008240761395]"
elevation,"[89.50757598876953, 95.41059112548828, 112.2096252441406, 96.06885528564453, 87.85554504394531, 97.2154769897461, 63.89156341552734, 91.22756958007812, 92.50637817382812, 96.50541687011719, 116.7226943969727, 71.22901916503906, 119.0299377441406, 80.71466827392578, 95.17613220214844, 65.20311737060547, 104.1343002319336, 90.02320861816406, 63.77370452880859, 64.38510131835938, 89.23214721679688, 118.0629577636719, 73.14075469970703, 111.8470458984375, 88.06868743896484, 93.89424133300781, 90.59268951416016, 83.52357482910156, 92.46226501464844, 96.777587890625, 74.5992660522461, 66.4934310913086, 81.6485366821289, 62.47897720336914, 67.12712097167969, 80.71466827392578, 95.33393096923828, 131.1558227539062, 117.6956176757812, 94.9385757446289, 88.79154968261719, 101.7726287841797, 111.2744293212891, 103.3734588623047, 103.2796783447266, 109.0532073974609, 63.5859260559082, 110.5251617431641, 91.1777114868164]"
color,blue
