name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[30561.183695128348, 25539.026389694063, 3886.630839782015, 42020.97711462804, 41814.80649112406, 42838.493978189465, 26819.371865134694, 6343.088252494723, 37744.70067042143, 32756.162157166502, 39995.19200488021, 29772.47079410639, 24697.989634342004, 1621.8763282936645, 22041.61935349153, 34782.269143603444, 10450.318605965029, 29398.48290697217, 4965.032589136698, 27586.456811236814, 30517.45262864603, 9243.903201796682, 12051.235269831126, 35606.86685016124, 23582.04914581305, 19438.920709917915, 25499.440598934925, 19668.702166534167, 27576.862493724893, 22829.777404628945, 32067.208580214337, 35983.438678072474, 16139.652383330078, 24169.770651383962, 10608.869543058798, 39597.95202304029, 27425.748045119766]"
elevation,"[81.6157455444336, 89.02945709228516, 94.0855484008789, 88.6154556274414, 93.96247100830078, 74.8348617553711, 93.63636779785156, 63.46504211425781, 68.80994415283203, 79.24876403808594, 78.6378173828125, 121.6419448852539, 94.33189392089844, 122.6586380004883, 94.89183044433594, 96.85052490234375, 66.39148712158203, 86.77964782714844, 100.9400100708008, 95.39372253417969, 104.5447616577148, 65.00570678710938, 89.48521423339844, 92.76241302490234, 79.30929565429688, 66.30252838134766, 78.6378173828125, 91.11550903320312, 115.4630508422852, 65.52876281738281, 99.302490234375, 92.22705078125, 74.16612243652344, 82.72358703613281, 78.6712417602539, 97.6833724975586, 108.0421676635742, 67.32140350341797, 79.24876403808594, 81.00533294677734, 90.89878845214844, 121.0952377319336, 85.07205200195312, 82.89774322509766, 82.75764465332031, 93.94444274902344, 113.3185806274414, 128.3880004882812, 78.9531478881836, 63.99348068237305, 101.2335968017578, 101.0821914672852, 112.7855834960938, 76.54216003417969, 85.29966735839844, 87.5322265625, 71.56770324707031, 121.7509536743164, 96.5937728881836, 86.77964782714844]"
color,red
