name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[32926.50223945095, 6759.356365029426, 37905.73670873059, 31313.270257791733, 37706.369060570534, 25883.84078976476, 30322.02665751539, 29047.084237162395, 35430.16872620914, 33872.572226934724, 23959.733613163025, 7767.620812693165, 39340.53431000708, 23678.564989485956, 30328.732420950484, 30251.058531865132, 24619.341833562015, 1.5614844980178217, 22469.368698059898, 33216.533897908266, 29637.355300710442, 16468.07623140222, 24457.151718142402, 29061.58517950036, 18489.229026288773, 30763.135817911672, 36645.08699092964, 38260.27759932609, 31876.565505687184, 2511.689899661744, 29949.02209844126, 27512.45625746041, 36761.718586659954, 38450.6719265252]"
elevation,"[85.88858795166016, 119.0299377441406, 66.01530456542969, 87.87212371826172, 73.14799499511719, 90.01994323730469, 81.18974304199219, 114.5426864624023, 65.31446075439453, 110.1692199707031, 78.9531478881836, 67.9789047241211, 89.87716674804688, 72.90147399902344, 91.06510162353516, 86.27891540527344, 89.60098266601562, 111.9708862304688, 102.0068740844727, 70.6024169921875, 89.02945709228516, 82.28430938720703, 85.21012115478516, 107.7352676391602, 107.1853561401367, 92.67051696777344, 104.9468307495117, 73.14075469970703, 79.73526763916016, 81.18974304199219, 94.85942840576172, 99.0531005859375, 63.79002380371094, 72.79566192626953, 95.39720916748047, 93.0002212524414, 117.6956176757812, 124.8601760864258, 90.93717956542969, 78.59162139892578, 76.23091888427734, 108.2898712158203, 103.1508483886719, 85.35185241699219, 66.36383056640625, 95.58931732177734, 74.54058837890625, 102.2244720458984, 82.75825500488281]"
color,blue
