name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[29015.483161029348, 44678.26281727881, 34090.1794350227, 8995.815264963581, 14794.629557721668, 24996.915521795265, 34907.45042594589, 24790.12543149876, 32365.58048467136, 26583.502221090646, 37788.01154040107, 15584.098925316452, 18405.564838043345, 34777.26061297865, 32310.737057720926, 29881.559163923805, 2906.6818858323413, 9096.184735036419, 6244.377677783966, 39482.621752312174, 35190.20335187322, 25519.304674358034, 33038.469483446315, 11279.521223155873, 34362.724292141305, 37131.914500604085, 27472.011135327768, 40347.25550859667, 38589.75164331596, 30780.018669833622, 29576.269367734218, 14252.03149512424, 3992.7856856754534, 27888.87967741029, 4122.592493867529, 6799.418219447749, 25605.806067720492]"
elevation,"[103.1244430541992, 93.09059143066406, 63.52887725830078, 96.5937728881836, 108.6601181030273, 106.3001251220703, 95.41341400146484, 94.0433349609375, 83.38584899902344, 128.5115509033203, 112.8546524047852, 62.81902694702148, 102.2849349975586, 96.08435821533203, 78.92845916748047, 104.3544540405273, 90.63665771484375, 69.68327331542969, 81.75701141357422, 65.63494110107422, 80.2555160522461, 86.6534194946289, 79.63848876953125, 73.4939956665039, 103.3893280029297, 83.42991638183594, 97.2132339477539, 100.9837036132812, 105.8269195556641, 82.39290618896484, 65.9769058227539, 93.90033721923828, 92.6253433227539, 96.4727783203125, 63.76694488525391, 122.1984024047852, 94.63480377197266, 112.5830841064453, 119.5723495483398, 99.302490234375, 96.04592895507812, 66.04956817626953, 96.58848571777344, 96.92265319824219, 83.21397399902344, 81.2681884765625, 85.37747192382812, 79.24876403808594, 86.79325866699219, 102.4352569580078, 89.96885681152344, 82.86662292480469, 63.45015716552734, 103.5829925537109, 103.6292953491211, 67.15677642822266, 87.5692367553711, 66.33639526367188, 95.08090209960938, 99.9486083984375]"
color,red
