name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[44524.03591612423, 12162.069523436538, 2304.5642087772926, 13940.989257402376, 48342.346564201114, 14828.233563155916, 43716.69936329273, 33677.16133190743, 27138.224561823943, 9561.870661142326, 46067.90439555977, 38147.32814162435, 29952.000026157548, 34614.72757464986, 32971.26789660028, 30250.69414227911, 17427.790208391503, 9070.431990187235, 37902.45160257519, 2371.435791222708, 24794.84777074, 31337.92901935646, 27730.15215076961, 46687.68761378964, 34360.69156872048, 12778.302356949183, 36364.87255115379, 17745.638111960874, 40215.91568911229, 0.0, 35538.04008865236, 32655.058564600873, 20533.566800950714, 37929.07099273225]"
elevation,"[69.25362396240234, 78.90735626220703, 79.8596420288086, 86.7522964477539, 82.24579620361328, 67.60600280761719, 94.25794982910156, 73.75208282470703, 114.1230010986328, 74.82682037353516, 72.79566192626953, 92.28984832763672, 95.34043884277344, 103.8424606323242, 85.79597473144531, 105.1268615722656, 65.08404541015625, 67.12712097167969, 63.76694488525391, 116.4461135864258, 86.66401672363281, 96.21031188964844, 94.03607177734375, 70.28646850585938, 65.9845962524414, 85.29966735839844, 95.39720916748047, 96.1438980102539, 98.62013244628906, 106.3114395141602, 76.73247528076172, 101.1322402954102, 86.03418731689453, 81.47795104980469, 62.64648056030273, 76.82320404052734, 66.87445068359375, 93.76292419433594, 101.4261703491211, 111.6268844604492, 87.81309509277344, 82.63525390625, 65.07315063476562, 80.9740982055664, 66.36383056640625, 130.7082824707031, 101.7042770385742, 82.67204284667969, 98.22630310058594]"
color,blue
