name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[38832.589209336205, 16720.250185329405, 33159.97659683435, 21690.54926219106, 24824.510968493287, 30498.31556379057, 30927.100698771897, 32753.527140157144, 30851.12838896587, 28235.004045781567, 17723.34153615777, 20463.721120956805, 1410.211531319097, 34887.55515999035, 30218.951952518535, 9540.617396751266, 1451.8774066043015, 14807.626204699212, 37775.04764204082, 26691.208612183964, 22204.868948760155, 27906.84969380099, 46131.219692475664, 2389.5632196900174, 40073.32528378901, 18506.33284570826, 30638.117277652465, 25754.96599952577, 26790.106271233497, 39798.56245223355, 21811.899834297732, 27429.44798543857, 33637.92653655031, 43120.116191512694, 21448.789832658367, 3918.5593737056815, 12620.2379380938]"
elevation,"[114.1674957275391, 63.52887725830078, 107.2844390869141, 103.3893280029297, 95.39720916748047, 66.17786407470703, 62.94125366210938, 63.15650939941406, 78.60667419433594, 102.5439147949219, 92.28984832763672, 77.75450134277344, 73.4939956665039, 99.55191040039062, 116.3335494995117, 92.37422943115234, 100.3818130493164, 66.47520446777344, 76.69477844238281, 105.2547607421875, 59.42459869384766, 91.77153015136719, 94.0855484008789, 103.2384567260742, 90.40967559814453, 94.63480377197266, 78.17442321777344, 64.39199829101562, 91.27981567382812, 91.85712432861328, 81.32254791259766, 79.84980773925781, 81.57343292236328, 102.4877624511719, 92.8774185180664, 63.27487182617188, 78.53138732910156, 99.98003387451172, 97.00434875488281, 64.46672058105469, 86.62735748291016, 104.3544540405273, 76.54216003417969, 89.187255859375, 72.3897705078125, 85.44506072998047, 67.42252349853516, 120.7061996459961, 61.69599914550781, 95.39720916748047, 94.41462707519531, 78.6712417602539, 101.2427291870117, 90.31078338623047, 90.46481323242188, 96.53144836425781, 74.43769073486328, 91.90907287597656, 67.54402923583984, 82.04903411865234]"
color,red
