name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[27801.887852618776, 34437.252443353595, 6272.3050678321115, 25233.22775909289, 34476.86201287686, 24498.086977980103, 19962.569613011765, 27046.729378919837, 26300.05984985036, 25932.956757075128, 23342.94531691337, 13064.093469767151, 2279.151821162966, 29898.966849446886, 36586.28361241389, 22586.76749468205, 32640.4302876688, 22040.672178165885, 23121.13258511672, 27822.904334505496, 21791.257599598284, 18236.22943820323, 31341.437376849044, 12175.215194989838, 18043.743949158885, 28089.600430004353, 23276.216174125726, 37139.73797405731, 32586.547763060822, 37364.45483798236, 24301.322772456686, 15879.360645039753, 29627.223184861865, 25655.15870543572, 32339.626555640752, 36412.81117428395, 18041.77056179677]"
elevation,"[67.87932586669922, 78.86040496826172, 108.7377166748047, 64.85724639892578, 75.84325408935547, 110.9471282958984, 103.2996520996094, 82.24579620361328, 63.66142654418945, 63.37488174438477, 79.01596069335938, 93.76292419433594, 93.90033721923828, 83.4349136352539, 105.0865097045898, 102.3653793334961, 74.3093490600586, 103.4525527954102, 97.23838806152344, 116.7110595703125, 64.78974914550781, 85.17810821533203, 89.94309997558594, 87.09903717041016, 108.0233840942383, 66.04956817626953, 88.45304107666016, 89.20548248291016, 72.90147399902344, 79.3683853149414, 92.15059661865234, 95.3828125, 99.51127624511719, 109.5592575073242, 81.0903549194336, 63.5859260559082, 99.98003387451172, 113.3185806274414, 93.55643463134766, 75.27442932128906, 78.90454864501953, 78.90825653076172, 100.0482711791992, 71.22937774658203, 86.37989044189453, 83.4349136352539, 60.27967834472656, 77.1715316772461, 79.18058013916016, 60.94126892089844, 118.0624694824219, 99.28561401367188, 91.06510162353516, 98.52017974853516, 60.39199829101562, 92.95405578613281, 86.8215103149414, 94.04635620117188, 83.69719696044922, 108.9227294921875]"
color,red
