name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[9203.243417965228, 25440.1855262678, 32469.282298110913, 34456.36997980711, 56535.69333491604, 41213.71126306233, 3828.6242105966226, 30447.893406353487, 30895.06123180515, 36990.37591420192, 27942.5708380844, 41351.69383319074, 25103.065173345574, 12547.973312215574, 51442.03033880858, 47979.44779950153, 30647.475780380122, 30421.639762574618, 20624.119701761854, 16400.482823269544, 15747.637411603757, 17354.45465691736, 38542.897535136275, 22626.985005682807, 44598.14421662201, 13909.119012677333, 23308.19000436409, 7621.104225393163, 22856.34148776784, 33857.52314478933, 10672.209020714587, 33426.670206696785, 2376.846469359815, 34807.9376560557]"
elevation,"[106.3114395141602, 79.06867218017578, 95.34043884277344, 98.1191635131836, 109.8369750976562, 79.93515014648438, 77, 94.30270385742188, 100.2648086547852, 74.56961059570312, 74.22607421875, 115.4044189453125, 66.19820404052734, 78.73103332519531, 85.6441421508789, 64.2801742553711, 67.89682006835938, 91.77153015136719, 74.94701385498047, 111.8470458984375, 81.2681884765625, 67.57839965820312, 97.79644775390625, 112.8546524047852, 72.0140151977539, 92.75720977783203, 84.6922378540039, 63.45015716552734, 64.38890075683594, 94.63480377197266, 103.2947463989258, 116.5338745117188, 89.03038787841797, 72.78966522216797, 82.24579620361328, 79.6001205444336, 78.9531478881836, 90.46481323242188, 70.28646850585938, 106.6128234863281, 60.27967834472656, 75.02348327636719, 61.35599899291992, 86.11946868896484, 116.1438598632812, 87.8846435546875, 94.93887329101562, 65.61852264404297, 77.62855529785156]"
color,blue
