name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[2310.733616928362, 29660.424313944517, 26821.613434065388, 30903.403698922026, 13535.494852190357, 38679.46968995904, 22242.581978855545, 16957.508649826563, 49280.43364197439, 27923.483603043886, 28095.314135050543, 22880.754947341346, 14141.430501146657, 30601.912978941553, 12057.286996208637, 34516.099872922416, 38200.32771451269, 26453.292049123604, 24415.836189565256, 21588.654820290267, 10217.537989893524, 10494.45226710659, 7567.2565460421065, 29911.244348624663, 33733.566791221536, 19043.385023974693, 19811.41577028988, 28458.77367894063, 25946.95671174362, 31378.765546640585, 24633.8495080823, 25808.936071572676, 37575.95874306708, 28609.092930880637, 37337.17205049252, 35423.48719149493, 10426.09114511899]"
elevation,"[115.3343734741211, 79.51825714111328, 90.93717956542969, 91.90907287597656, 78.0327377319336, 101.0122528076172, 67.74871826171875, 127.5232009887695, 117.4514389038086, 91.1777114868164, 104.4978561401367, 84.93040466308594, 65.8128890991211, 110.1579360961914, 114.7558059692383, 79.6639175415039, 93.77584838867188, 94.03607177734375, 91.3288345336914, 74.17057800292969, 87.80364990234375, 59.63090896606445, 85.96883392333984, 58.35087585449219, 81.18974304199219, 69.28287506103516, 73.81196594238281, 106.4514007568359, 110.4968948364258, 82.57396697998047, 121.7335205078125, 112.1284790039062, 93.81158447265625, 95.22029113769531, 103.8149032592773, 90.99890899658203, 78.53138732910156, 88.27346801757812, 79.51825714111328, 94.39983367919922, 80.31481170654297, 86.9661865234375, 85.41455078125, 64.53595733642578, 92.04959869384766, 113.8990859985352, 85.95660400390625, 100.4628295898438, 94.94644927978516, 73.07769012451172, 121.922607421875, 104.7842864990234, 92.43061065673828, 95.3828125, 77.61299896240234, 89.66757202148438, 92.57317352294922, 85.2865219116211, 101.5923843383789, 115.7779998779297]"
color,red
