name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[1883.5931314390061, 16770.325480131283, 11973.039327493438, 26471.041420980087, 37374.22818191171, 21587.23926736165, 38226.40287788601, 20632.862532047686, 28228.860909287407, 26844.7439429971, 37841.42199636328, 28270.414837321277, 10033.746245415236, 22711.06014829633, 14757.84485068116, 39151.850832530115, 28901.42361201974, 26082.54599864362, 30907.33503776013, 30432.15647363054, 38600.03838824482, 6571.429004356753, 29491.587712787292, 25597.420079228916, 36446.21862393516, 4004.5616319937476, 11893.604810544355, 26344.516355245167, 27055.255519512368, 33419.46041694675, 30130.19164863472, 30635.853174471034, 25825.588185383614, 3755.4383680062524, 22691.07793679196, 42658.30630545064, 33441.31473426967]"
elevation,"[88.50922393798828, 80.91004943847656, 87.71031188964844, 108.3595886230469, 115.4044189453125, 112.8546524047852, 82.15165710449219, 99.1776351928711, 68.01631164550781, 103.8424606323242, 68.58082580566406, 101.2802963256836, 91.83883666992188, 85.96690368652344, 97.43267059326172, 82.3475570678711, 66.43450164794922, 79.0503921508789, 66.66173553466797, 92.92574310302734, 78.90735626220703, 83.20521545410156, 91.07538604736328, 64.46524810791016, 67.32140350341797, 62.81902694702148, 65.3965835571289, 89.03038787841797, 94.03607177734375, 94.25721740722656, 97.25740051269531, 97.11541748046875, 71.22901916503906, 82.72358703613281, 105.1268615722656, 101.8660202026367, 76.1407699584961, 101.7726287841797, 96.69680786132812, 81.32254791259766, 92.2638931274414, 121.1611862182617, 111.8048706054688, 91.11550903320312, 85.83018493652344, 110.9820785522461, 82.24579620361328, 85.2865219116211, 67.69052124023438, 91.83883666992188, 75.31266784667969, 83.00128173828125, 84.80625915527344, 87.00989532470703, 80.90451049804688, 73.40904235839844, 66.43450164794922, 85.37747192382812, 114.7867431640625, 96.42949676513672]"
color,red
