name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[27954.68237694439, 28488.97415883323, 38394.38841765905, 34947.753129629615, 32144.216813695173, 28104.068586585534, 9417.84113493244, 48004.44214517625, 28773.42045453171, 40587.594142772985, 33804.12767001949, 45163.87595491201, 1.6078650093727087, 22472.006464461567, 30605.440253621175, 53986.90284317841, 18789.672517482257, 7747.963932556352, 40748.076923351415, 10938.334229258604, 19652.942967973973, 42977.739659732426, 5289.97286029783, 3928.8480548668717, 23015.993535538437, 21374.58611131643, 32766.87935355092, 6406.264130746534, 25213.05541108326, 33508.45443059624, 33761.10151909428, 25201.395691553687, 44875.71367634394, 28595.662582694174]"
elevation,"[95.82450103759766, 67.32140350341797, 91.69861602783203, 67.173095703125, 109.5618133544922, 92.2638931274414, 89.43660736083984, 88.00657653808594, 98.22198486328125, 104.3221435546875, 90.31078338623047, 91.1485366821289, 72.09932708740234, 85.11905670166016, 82.48788452148438, 81.33153533935547, 79.01596069335938, 83.96111297607422, 84.35416412353516, 70.02952575683594, 104.7842864990234, 96.02445983886719, 105.8269195556641, 88.90335845947266, 90.94251251220703, 83.21397399902344, 84.6922378540039, 65.1839828491211, 92.58930206298828, 81.01724243164062, 114.7867431640625, 99.04304504394531, 118.0411605834961, 123.7596206665039, 91.83883666992188, 78.3711929321289, 89.55897521972656, 96.28759002685547, 66.97697448730469, 118.0376129150391, 105.0865097045898, 90.71480560302734, 119.3977584838867, 75.61711883544922, 92.28984832763672, 104.6832656860352, 103.4373397827148, 100.2551422119141, 93.55643463134766]"
color,blue
