name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[18977.233741515527, 21592.318895878696, 34036.51466922981, 20707.41342612401, 36196.92654843828, 31876.571912863892, 27705.386277482445, 21686.34958879047, 28672.038256628686, 29992.4518593291, 27113.475177711447, 22706.01096475048, 33530.65190722967, 30720.74766958899, 13723.548938094766, 23256.202562109436, 30596.492838992817, 14973.233162445491, 1.4406297588134265, 28800.56943759406, 33723.17933442067, 20404.52843816255, 34466.667881502464, 1.5593702411865737, 17892.882647953706, 31175.46794020653, 27948.831974617377, 31252.91190462547, 30441.32337774008, 17222.735950637256, 9481.391042865003, 23707.25159241306, 26797.533209903257, 35873.89196577496, 34957.2783668967, 28205.088248138865, 27225.898289344004]"
elevation,"[101.9278717041016, 74.54058837890625, 106.7861099243164, 86.62897491455078, 86.78119659423828, 106.3391571044922, 93.01373291015625, 72.68814086914062, 104.8082580566406, 73.14075469970703, 67.06400299072266, 79.0503921508789, 98.57266235351562, 91.22756958007812, 60.38272857666016, 92.99242401123047, 93.31404876708984, 96.98973846435547, 77.17558288574219, 66.13834381103516, 107.19091796875, 94.65296936035156, 92.43061065673828, 116.0312805175781, 94.65296936035156, 85.48197937011719, 95.66648864746094, 101.2427291870117, 101.4325485229492, 100.879150390625, 94.41462707519531, 71.22310638427734, 90.46481323242188, 83.80098724365234, 95.41059112548828, 72.78966522216797, 82.39290618896484, 97.26223754882812, 116.0746307373047, 87.01199340820312, 83.42865753173828, 65.54773712158203, 94.04635620117188, 82.72358703613281, 86.37989044189453, 86.0000228881836, 66.72025299072266, 106.6524887084961, 102.1387329101562, 82.24579620361328, 98.57266235351562, 103.1723175048828, 118.8857040405273, 66.80937194824219, 89.7363052368164, 79.73526763916016, 98.22630310058594, 80.2911605834961, 89.8248519897461, 104.5201721191406]"
color,red
