name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[46957.22906514152, 37709.077353015375, 38756.46789388804, 26936.522845116822, 25590.3864035621, 38417.997588159196, 27367.465285393882, 34118.511496724364, 21163.404192576592, 27273.29070904889, 31019.433926681577, 31605.08097746539, 33088.825302368634, 22826.723179422257, 29385.07886504446, 42150.95133912834, 35701.34647736872, 13542.791900348426, 22208.30789896019, 26948.830754490817, 14289.344230058632, 4135.1176676284, 25285.06921564163, 13293.83353547558, 30597.063362091514, 16102.810439400122, 23202.980934263152, 43936.847892017126, 26341.20266691216, 31156.86988214028, 8260.95225974165, 29114.1489144431, 40995.186829584316, 8164.848716696759]"
elevation,"[95.41059112548828, 88.76046752929688, 102.600341796875, 114.1827545166016, 77.75450134277344, 106.4514007568359, 89.96885681152344, 82.39290618896484, 96.90345001220703, 89.96885681152344, 87.63103485107422, 118.7688369750977, 100.9400100708008, 95.15796661376953, 85.88858795166016, 114.7867431640625, 67.9789047241211, 82.72358703613281, 70.02952575683594, 102.0520782470703, 87.44390869140625, 93.76292419433594, 95.50164031982422, 107.1238021850586, 119.8491744995117, 81.01724243164062, 88.803466796875, 74.8348617553711, 106.3346710205078, 84.6155014038086, 89.03038787841797, 98.97831726074219, 92.42698669433594, 84.87889099121094, 85.46397399902344, 107.2053146362305, 61.10991668701172, 85.79597473144531, 126.5123291015625, 100.2521057128906, 78.9531478881836, 103.8424606323242, 90.94251251220703, 86.70884704589844, 80.1550521850586, 87.05559539794922, 92.2638931274414, 112.1284790039062, 66.97697448730469]"
color,blue
