name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[5243.277911520553, 32964.11728551174, 34616.416898304815, 33359.546364261696, 1.508958182924817, 46555.958048363456, 38648.79460423257, 38383.084072275764, 48452.80849443346, 51078.55992334587, 37976.71810616548, 43650.95865973568, 35379.71511044651, 24061.415349734154, 35468.60126021701, 27823.25214213214, 45088.171226513725, 29826.313599409517, 12015.133450291301, 38392.68352540515, 27416.641826368308, 1356.001692878682, 33160.1275315929, 1615.2271101322633, 40990.88737104171, 38334.04532428519, 8781.742286673614, 17749.76914175791, 9357.844277657223, 42434.737907731236, 31181.04458811211, 8001.744208491333, 6618.378852926289, 1658.7728898677367]"
elevation,"[83.3139877319336, 67.78030395507812, 103.9933395385742, 93.31581115722656, 80.20835876464844, 87.29664611816406, 94.85942840576172, 71.49806213378906, 108.9227294921875, 97.52903747558594, 94.09367370605469, 81.53394317626953, 87.01199340820312, 97.07479095458984, 84.20521545410156, 81.40132141113281, 93.77584838867188, 74.99665832519531, 104.3544540405273, 65.40312957763672, 101.5923843383789, 92.74910736083984, 95.18903350830078, 84.6922378540039, 106.4785308837891, 77.32433319091797, 89.63301086425781, 91.22756958007812, 81.53394317626953, 109.2554931640625, 116.3335494995117, 114.7867431640625, 73.81196594238281, 66.33639526367188, 91.885498046875, 103.6292953491211, 97.07479095458984, 94.89147186279297, 91.50727081298828, 73.14075469970703, 102.3695297241211, 87.12953186035156, 103.8036804199219, 98.6854476928711, 87.07022094726562, 113.513542175293, 91.24359893798828, 101.8660202026367, 87.05071258544922]"
color,blue
