name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[23245.213728942963, 33257.440663167894, 26727.048521501125, 2946.5997162101226, 31670.49705480786, 39831.85575207545, 36375.83018034961, 31452.856834992246, 35941.90020038877, 47510.05753352373, 32301.352138960105, 32628.7410175282, 38898.53020962793, 41047.76531577552, 31074.62005459015, 39849.33735613241, 32147.44358048222, 22703.759991319053, 32268.561568843576, 26614.057578144562, 17032.999861032753, 11319.667839769512, 33476.680126421255, 24851.20204855897, 10292.430567539821, 33788.063114092176, 29752.27805347301, 39831.34312019074, 7201.612222936495, 2266.783381767638, 18925.325075306155, 23512.593171553686, 27599.448946603196, 9300.103473391113]"
elevation,"[73.45234680175781, 66.66173553466797, 92.99242401123047, 67.9112777709961, 83.7535400390625, 89.08084106445312, 97.05909729003906, 89.63301086425781, 89.66757202148438, 94.65553283691406, 85.17244720458984, 102.3653793334961, 92.92574310302734, 76.99281311035156, 92.43061065673828, 63.56193161010742, 79.66846466064453, 103.3249435424805, 95.08090209960938, 67.9789047241211, 85.29966735839844, 93.4905776977539, 100.0482711791992, 78.91624450683594, 114.7867431640625, 79.18058013916016, 117.1934051513672, 84.92940521240234, 96.65864562988281, 71.56770324707031, 85.27742004394531, 96.85052490234375, 104.8473205566406, 74.94701385498047, 59.375, 132.2421112060547, 83.15711975097656, 114.1827545166016, 114.416259765625, 101.7583465576172, 97.19723510742188, 92.28984832763672, 92.75720977783203, 98.6838607788086, 61.30888366699219, 129.0658416748047, 81.6122817993164, 115.3862915039062, 104.2955780029297]"
color,blue
