name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[31548.741304373252, 40134.43434614548, 32872.48402139862, 30334.774460575172, 23032.7542262649, 36276.39298693768, 1.5063521444344117, 9481.629448010393, 28990.803542746056, 20526.24267181512, 26034.564367705192, 41369.03369057008, 31871.09028803307, 0.0, 7105.001172346606, 46780.30580060021, 26453.959448409736, 15824.731127471972, 26653.87932921849, 29820.720871039593, 12845.60747219113, 30856.670531534364, 13266.482285593518, 27557.77382598747, 10962.14499461716, 42156.187136898625, 18173.12798908388, 3794.3480368988753, 29125.77258795335, 33901.158852905326, 15993.010035368981, 27486.75386488888, 16901.26441423159, 38740.95281813808, 28427.419561549705, 48370.55025199399, 23971.72588435903]"
elevation,"[95.33393096923828, 84.03028106689453, 89.90113067626953, 68.24043273925781, 86.1666259765625, 81.70470428466797, 90.01994323730469, 64.46672058105469, 80.91004943847656, 85.5194091796875, 64.46672058105469, 63.88666152954102, 103.2796783447266, 108.3063049316406, 74.22607421875, 80.81111907958984, 81.40132141113281, 84.90486907958984, 86.50165557861328, 83.00128173828125, 65.22745513916016, 94.55256652832031, 95.58931732177734, 85.15705871582031, 87.75762939453125, 101.4325485229492, 87.38848114013672, 80.11135864257812, 118.0624694824219, 65.40312957763672, 64.6692123413086, 82.246826171875, 89.75397491455078, 102.0068740844727, 98.22630310058594, 83.04390716552734, 66.33740997314453, 63.8621711730957, 114.7867431640625, 83.96570587158203, 111.0444412231445, 92.50637817382812, 74.43769073486328, 83.7535400390625, 89.87957000732422, 61.61705017089844, 92.46226501464844, 67.00320434570312, 83.52357482910156, 83.4349136352539, 60.72309875488281, 104.3221435546875, 84.80625915527344, 108.8839797973633, 109.0436401367188, 120.8641815185547, 89.94309997558594, 97.6833724975586, 114.1827545166016, 64.38510131835938]"
color,red
