name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[29104.355164206783, 22445.19024978753, 27251.748913008825, 27628.92108228697, 22813.153688300194, 34271.52801127164, 25133.80786685491, 30735.12674826229, 35391.271753949055, 23961.74114561042, 43343.642402592726, 2350.516514491681, 36369.691127623235, 6772.406157835517, 14303.165119582616, 27991.02378934294, 2149.464199995837, 39740.92261482473, 12575.958132012724, 3858.234193037647, 27046.183413490497, 38596.71309872655, 27074.431368728146, 33180.29396887208, 31789.943718241488, 40874.51762233986, 37029.63720743306, 15517.654142457723, 31955.546500291646, 27226.502368660233, 34746.62619794299, 31114.27255784079, 21246.835252289642, 32433.156340198875, 2944.4804965819912, 22492.75976633816, 4182.577104687947]"
elevation,"[122.2196655273438, 87.44390869140625, 74.33592224121094, 65.3265380859375, 79.84552764892578, 81.1453857421875, 103.6523056030273, 112.1596374511719, 102.7141494750977, 120.980598449707, 104.2519760131836, 98.17140197753906, 97.3672866821289, 99.1776351928711, 117.7504196166992, 89.71532440185547, 98.67851257324219, 60.94126892089844, 87.30906677246094, 67.73746490478516, 86.83146667480469, 89.20548248291016, 112.6708374023438, 84.93040466308594, 91.29273986816406, 92.46226501464844, 93.43167877197266, 114.2305755615234, 102.1387329101562, 107.284782409668, 117.8431625366211, 79.67252349853516, 68.80994415283203, 84.6922378540039, 57.08034896850586, 98.91999816894531, 88.89850616455078, 132.2421112060547, 73.81196594238281, 81.00533294677734, 88.79154968261719, 95.49234771728516, 67.54402923583984, 77.68022155761719, 120.7061996459961, 73.2457046508789, 81.6485366821289, 89.96885681152344, 114.7867431640625, 106.6128234863281, 85.11905670166016, 77.0042953491211, 67.9789047241211, 86.09281158447266, 111.8775634765625, 115.003044128418, 85.15705871582031, 90.55870819091797, 77.1715316772461, 59.43099975585938]"
color,red
