name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[28151.248352558803, 34194.10244061235, 24415.651799074316, 33665.372343234216, 20234.917489184452, 24975.630139626108, 7697.245800066748, 9635.175119422745, 25285.53688513158, 6694.123981641963, 34564.46843958189, 36746.69365751945, 34775.3184811671, 44789.3788587623, 33086.00503672144, 55177.64270468283, 10030.004855609175, 23645.68563061929, 38884.992860473314, 30192.851470328507, 15032.945730758584, 2357.2341032579307, 30228.943512023845, 30320.886218858937, 2318.7658967420693, 24218.929021165008, 8263.914776235133, 24507.549685468144, 37629.63971508537, 27306.39333987857, 26043.666813912143, 28668.187008544664, 31791.961631784485, 19422.219720529847, 1523.9101043421215, 27699.663253441853, 33467.14312195271]"
elevation,"[90.60174560546875, 83.20521545410156, 102.7166976928711, 64.75108337402344, 79.06867218017578, 78.47431182861328, 88.42414855957031, 103.8609008789062, 92.82466888427734, 89.32720184326172, 95.93246459960938, 65.1584701538086, 93.6112289428711, 109.0232696533203, 84.57763671875, 73.75208282470703, 102.4352569580078, 62.47897720336914, 73.62303161621094, 107.6491928100586, 94.8521957397461, 88.59751892089844, 60.40043640136719, 94.82107543945312, 87.07022094726562, 73.81196594238281, 119.601203918457, 71.11714172363281, 87.71795654296875, 93.64939880371094, 88.44903564453125, 89.94309997558594, 99.79042053222656, 97.11541748046875, 90.07839965820312, 86.65664672851562, 97.6833724975586, 90.55548858642578, 103.865608215332, 96.41493225097656, 106.3346710205078, 114.7867431640625, 74.43769073486328, 73.06790924072266, 62.94125366210938, 97.52903747558594, 93.55643463134766, 66.31600952148438, 86.72410583496094, 92.9124755859375, 59.17994689941406, 86.0000228881836, 103.6292953491211, 86.20877075195312, 119.9281463623047, 78.73103332519531, 80.11135864257812, 65.17454528808594, 66.4613265991211, 94.03607177734375]"
color,red
