name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[31669.733392132708, 25860.388667359795, 17572.082573005817, 32893.824965783686, 36120.82961815953, 27630.93392141912, 26796.36253598957, 2440.3030110792756, 34766.00412384432, 9354.567494728055, 33918.19337368683, 18833.103548720726, 45382.757056325616, 11096.451442167752, 1.479938987665462, 45248.472719352925, 31756.76833897243, 24910.21817768404, 36412.46473236702, 27563.865936873917, 39323.512862199925, 32182.958394622023, 20436.95404818049, 16112.597082550039, 28480.32736042239, 30419.383467098083, 35296.35760542473, 21092.988108068188, 37196.17812389959, 32215.593115061838, 30665.03026093077, 16309.239484826583, 31732.940341492933, 35951.134176581625]"
elevation,"[94.39983367919922, 66.61734008789062, 83.68351745605469, 86.2614974975586, 83.41363525390625, 82.57396697998047, 103.6523056030273, 90.55548858642578, 66.3740005493164, 96.85052490234375, 83.6648941040039, 82.15165710449219, 98.6129150390625, 90.34154510498047, 92.2638931274414, 112.2142028808594, 86.72410583496094, 65.9769058227539, 111.2744293212891, 118.0624694824219, 98.34127807617188, 95.50164031982422, 66.23665618896484, 81.6485366821289, 89.3204345703125, 84.18302154541016, 115.4794235229492, 101.3498840332031, 81.7400894165039, 65.22164916992188, 102.2091522216797, 112.5788345336914, 86.62897491455078, 95.22029113769531, 94.70680236816406, 104.9804077148438, 91.28326416015625, 109.1662673950195, 92.6253433227539, 72.75167083740234, 103.6523056030273, 74.23733520507812, 73.95166015625, 88.28096008300781, 87.01199340820312, 79.66846466064453, 88.97850036621094, 70.14896392822266, 89.23214721679688]"
color,blue
