name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[27075.84161486339, 30262.965704350892, 37372.79748179023, 31462.24550826075, 11885.790166297284, 25928.39279208186, 25718.856281261236, 31375.33592623503, 27054.20239827565, 18262.242818084742, 40634.10875186197, 31507.897183979912, 41445.879700856225, 38664.03326423408, 17639.189873192005, 24420.42970345809, 7989.875598501957, 15160.78691577759, 19378.719691922746, 24933.686892006972, 33627.86423925487, 31525.016854590223, 32843.555479122835, 41012.26033204531, 33530.10913768635, 30731.012722060703, 5400.648522409253, 35697.888722087235, 28107.647654902263, 28221.76872618514, 18581.473442061662, 33510.67758531377, 19189.646058745675, 27491.152256242054]"
elevation,"[116.4935302734375, 87.09903717041016, 91.05177307128906, 67.53589630126953, 75.29902648925781, 89.01292419433594, 81.51315307617188, 91.07538604736328, 60.61790466308594, 80.98799133300781, 93.05990600585938, 92.65850830078125, 97.2056884765625, 104.3221435546875, 82.92935943603516, 96.08435821533203, 92.24320220947266, 100.5392990112305, 107.1238021850586, 97.05909729003906, 104.7842864990234, 90.60174560546875, 83.96111297607422, 90.63846588134766, 97.52717590332031, 81.5024642944336, 72.09932708740234, 103.1723175048828, 94.33114624023438, 89.80188751220703, 94.03270721435547, 68.06573486328125, 77.95928192138672, 75.38819885253906, 90.4639663696289, 93.0002212524414, 87.01199340820312, 89.96885681152344, 110.0476760864258, 111.8048706054688, 75.38143157958984, 80.55965423583984, 102.5337677001953, 95.50164031982422, 96.85052490234375, 108.9227294921875, 70.02952575683594, 97.37468719482422, 123.606086730957]"
color,blue
