name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[34190.69937182317, 0.0, 16779.496242386027, 40764.90976742993, 16786.993361356726, 24068.565637102965, 42296.021573586644, 13809.861824453807, 6588.123583041625, 19617.000941975348, 9039.811998371217, 29881.203317970463, 26725.570682201156, 30917.623990290238, 24299.633658896983, 20013.34208247247, 34427.46723366603, 28572.793734195042, 23210.745611533675, 4897.727665505321, 41094.45687991101, 2918.6813272397267, 32308.545118454193, 19420.47007324904, 4085.0544932293383, 37466.84839429754, 38236.00813348398, 23521.226082707766, 31695.74177290186, 29111.1194717294, 31685.542189982938, 28873.30307497972, 25964.949124573322, 22945.33227841255, 33083.60422081882, 40677.72221010724, 37667.8028756627]"
elevation,"[117.0554809570312, 105.2547607421875, 99.9918212890625, 79.8596420288086, 90.46481323242188, 85.16521453857422, 67.10596466064453, 126.6624069213867, 95.69307708740234, 84.40918731689453, 62.56337356567383, 99.2565689086914, 93.31404876708984, 71.45431518554688, 75.78303527832031, 83.63316345214844, 81.0594253540039, 81.1453857421875, 82.93426513671875, 74.43769073486328, 85.6959228515625, 102.7099075317383, 109.9589157104492, 93.43167877197266, 104.6227951049805, 89.45465850830078, 77.44755554199219, 80.65392303466797, 101.9564666748047, 84.6922378540039, 84.49446868896484, 98.78909301757812, 118.1978149414062, 91.83883666992188, 102.7527542114258, 115.3952331542969, 109.5324249267578, 97.42848205566406, 63.64933395385742, 103.4525527954102, 62.27145385742188, 89.87335968017578, 102.1671371459961, 76.51537322998047, 101.2719039916992, 79.0503921508789, 91.80752563476562, 83.49321746826172, 72.75167083740234, 89.20548248291016, 81.2681884765625, 85.6299057006836, 111.2744293212891, 82.14065551757812, 89.7608642578125, 88.9162826538086, 91.98519134521484, 92.22705078125, 112.1284790039062, 83.4349136352539]"
color,red
